category	term	number_of_genes	number_of_genes_in_background	ncbiTaxonId	inputGenes	preferredNames	p_value	fdr	description	-log10(fdr)	Enrichment	GO_score
Process	GO:0044419	44	1899	9606	OAS3,EIF2AK2,MT2A,BST2,TRIM21,CMPK2,OASL,SP110,SAMHD1,HERC6,XPO5,RB1,DYNC1LI1,DTX3L,HMGB2,ISG20,STAT2,TRIM25,MX2,OAS2,SP100,TRIM14,HMGB1,PLSCR1,PARP9,STAT1,IFI16,GBP2,IFI44,IFI44L,IFIT5,IFIT1,IFIT3,IFIT2,HLA-E,ISG15,DDX58,TRIM22,LGALS9,MX1,OAS1,IFI35,PDCD6IP,PARP14	OAS3,EIF2AK2,MT2A,BST2,TRIM21,CMPK2,OASL,SP110,SAMHD1,HERC6,XPO5,RB1,DYNC1LI1,DTX3L,HMGB2,ISG20,STAT2,TRIM25,MX2,OAS2,SP100,TRIM14,HMGB1,PLSCR1,PARP9,STAT1,IFI16,GBP2,IFI44,IFI44L,IFIT5,IFIT1,IFIT3,IFIT2,HLA-E,ISG15,DDX58,TRIM22,LGALS9,MX1,OAS1,IFI35,PDCD6IP,PARP14	2.8e-16	1.89e-13	Interspecies interaction between organisms	12.723538195826755	0.6180147891938773	7.863334775894118
Process	GO:0045071	13	61	9606	OAS3,EIF2AK2,BST2,OASL,ISG20,OAS2,PLSCR1,IFI16,IFIT5,IFIT1,ISG15,MX1,OAS1	OAS3,EIF2AK2,BST2,OASL,ISG20,OAS2,PLSCR1,IFI16,IFIT5,IFIT1,ISG15,MX1,OAS1	3.19e-16	2.05e-13	Negative regulation of viral genome replication	12.688246138944246	1.5817005947407772	20.069006464185485
Process	GO:0002252	31	969	9606	OAS3,EIF2AK2,BST2,OASL,SAMHD1,PFKL,DYNC1LI1,DTX3L,ISG20,STAT2,TRIM25,MX2,OAS2,HMGB1,PLSCR1,PARP9,STAT1,PNP,IFI16,CTSS,IFI44L,IFIT5,IFIT1,IFIT3,IFIT2,ISG15,DDX58,TRIM22,MX1,OAS1,ARMC8	OAS3,EIF2AK2,BST2,OASL,SAMHD1,PFKL,DYNC1LI1,DTX3L,ISG20,STAT2,TRIM25,MX2,OAS2,HMGB1,PLSCR1,PARP9,STAT1,PNP,IFI16,CTSS,IFI44L,IFIT5,IFIT1,IFIT3,IFIT2,ISG15,DDX58,TRIM22,MX1,OAS1,ARMC8	6.63e-15	4.06e-12	Immune effector process	11.391473966422806	0.7581249942282147	8.636161135045148
Process	GO:0060333	12	70	9606	OAS3,MT2A,TRIM21,OASL,TRIM25,OAS2,SP100,STAT1,GBP2,HLA-E,TRIM22,OAS1	OAS3,MT2A,TRIM21,OASL,TRIM25,OAS2,SP100,STAT1,GBP2,HLA-E,TRIM22,OAS1	4.66e-14	2.72e-11	Interferon-gamma-mediated signaling pathway	10.5654310959658	1.4871702834780756	15.712595158055535
Process	GO:0034097	31	1101	9606	PSME2,OAS3,EIF2AK2,ATIC,MT2A,PTPN12,BST2,TRIM21,OASL,SAMHD1,ISG20,STAT2,TRIM25,MX2,UBE2V1,OAS2,SP100,PLSCR1,STAT1,IFI16,GBP2,IFIT1,IFIT3,IFIT2,HLA-E,ISG15,TRIM22,LGALS9,MX1,OAS1,IFI35	PSME2,OAS3,EIF2AK2,ATIC,MT2A,PTPN12,BST2,TRIM21,OASL,SAMHD1,ISG20,STAT2,TRIM25,MX2,UBE2V1,OAS2,SP100,PLSCR1,STAT1,IFI16,GBP2,IFIT1,IFIT3,IFIT2,HLA-E,ISG15,TRIM22,LGALS9,MX1,OAS1,IFI35	1.85e-13	9.93e-11	Response to cytokine	10.003050751504619	0.7026614523072282	7.028758168555146
Process	GO:0019221	25	678	9606	PSME2,OAS3,MT2A,BST2,TRIM21,OASL,SAMHD1,ISG20,STAT2,TRIM25,MX2,UBE2V1,OAS2,SP100,STAT1,GBP2,IFIT1,IFIT3,IFIT2,HLA-E,ISG15,TRIM22,MX1,OAS1,IFI35	PSME2,OAS3,MT2A,BST2,TRIM21,OASL,SAMHD1,ISG20,STAT2,TRIM25,MX2,UBE2V1,OAS2,SP100,STAT1,GBP2,IFIT1,IFIT3,IFIT2,HLA-E,ISG15,TRIM22,MX1,OAS1,IFI35	2.17e-13	1.11e-10	Cytokine-mediated signaling pathway	9.954677021213342	0.8197973922496816	8.160818262678527
Process	GO:0009605	44	2310	9606	OAS3,EIF2AK2,MT2A,BST2,TRIM21,CMPK2,OASL,SAMHD1,HERC6,DTX3L,HMGB2,GCN1,ISG20,STAT2,HMGCS1,TRIM25,MX2,OAS2,SP100,TRIM14,HMGB1,PLSCR1,PARP9,STAT1,IFI16,GBP2,IFI44,IFI44L,IFIT5,IFIT1,IFIT3,IFIT2,HLA-E,ISG15,DDX58,TRIM22,PSPH,LGALS9,MX1,OAS1,IFI35,EIF2A,PARP14,TXNIP	OAS3,EIF2AK2,MT2A,BST2,TRIM21,CMPK2,OASL,SAMHD1,HERC6,DTX3L,HMGB2,GCN1L1,ISG20,STAT2,HMGCS1,TRIM25,MX2,OAS2,SP100,TRIM14,HMGB1,PLSCR1,PARP9,STAT1,IFI16,GBP2,IFI44,IFI44L,IFIT5,IFIT1,IFIT3,IFIT2,HLA-E,ISG15,DDX58,TRIM22,PSPH,LGALS9,MX1,OAS1,IFI35,EIF2A,PARP14,TXNIP	2.87e-13	1.42e-10	Response to external stimulus	9.847711655616944	0.5329277740387505	5.248119052003396
Process	GO:0071345	29	1013	9606	PSME2,OAS3,ATIC,MT2A,PTPN12,BST2,TRIM21,OASL,SAMHD1,ISG20,STAT2,TRIM25,MX2,UBE2V1,OAS2,SP100,STAT1,IFI16,GBP2,IFIT1,IFIT3,IFIT2,HLA-E,ISG15,TRIM22,LGALS9,MX1,OAS1,IFI35	PSME2,OAS3,ATIC,MT2A,PTPN12,BST2,TRIM21,OASL,SAMHD1,ISG20,STAT2,TRIM25,MX2,UBE2V1,OAS2,SP100,STAT1,IFI16,GBP2,IFIT1,IFIT3,IFIT2,HLA-E,ISG15,TRIM22,LGALS9,MX1,OAS1,IFI35	8.97e-13	4.27e-10	Cellular response to cytokine stimulus	9.369572124974976	0.709875629983383	6.651230914891356
Process	GO:0034341	14	182	9606	OAS3,MT2A,BST2,TRIM21,OASL,TRIM25,OAS2,SP100,STAT1,GBP2,HLA-E,TRIM22,LGALS9,OAS1	OAS3,MT2A,BST2,TRIM21,OASL,TRIM25,OAS2,SP100,STAT1,GBP2,HLA-E,TRIM22,LGALS9,OAS1	7.74e-12	3.55e-09	Response to interferon-gamma	8.449771646944907	1.1391437251378707	9.625504350465182
Process	GO:0071346	13	161	9606	OAS3,MT2A,TRIM21,OASL,TRIM25,OAS2,SP100,STAT1,GBP2,HLA-E,TRIM22,LGALS9,OAS1	OAS3,MT2A,TRIM21,OASL,TRIM25,OAS2,SP100,STAT1,GBP2,HLA-E,TRIM22,LGALS9,OAS1	2.56e-11	1.14e-08	Cellular response to interferon-gamma	7.943095148663527	1.1602045537196943	9.215615162108238
Process	GO:0006950	51	3485	9606	PSME2,RNASEH2A,OAS3,EIF2AK2,MT2A,APOL2,BST2,TRIM21,AP3B1,OASL,SAMHD1,UCHL1,UBE2L6,DTX3L,HMGB2,PCLAF,GCN1,ISG20,STAT2,TRIM25,MX2,UBE2V1,OAS2,SP100,TRIM14,HMGB1,PLSCR1,PARP9,WDHD1,STAT1,IFI16,GBP2,IFI44L,IFIT5,IFIT1,IFIT3,IFIT2,HLA-E,ISG15,DDX58,TRIM22,SEC31A,LGALS9,MX1,OAS1,IFI35,DHFR,MMS19,EIF2A,PARP14,TXNIP	PSME2,RNASEH2A,OAS3,EIF2AK2,MT2A,APOL2,BST2,TRIM21,AP3B1,OASL,SAMHD1,UCHL1,UBE2L6,DTX3L,HMGB2,KIAA0101,GCN1L1,ISG20,STAT2,TRIM25,MX2,UBE2V1,OAS2,SP100,TRIM14,HMGB1,PLSCR1,PARP9,WDHD1,STAT1,IFI16,GBP2,IFI44L,IFIT5,IFIT1,IFIT3,IFIT2,HLA-E,ISG15,DDX58,TRIM22,SEC31A,LGALS9,MX1,OAS1,IFI35,DHFR,MMS19,EIF2A,PARP14,TXNIP	3.47e-11	1.49e-08	Response to stress	7.826813731587726	0.41845447110861556	3.2751652005171916
Process	GO:0010033	47	3011	9606	PSME2,OAS3,EIF2AK2,ATIC,MT2A,PTPN12,BST2,TRIM21,CMPK2,OASL,SAMHD1,XRN1,RB1,PFKL,HMGB2,SHCBP1,ISG20,STAT2,HMGCS1,TRIM25,MX2,UBE2V1,OAS2,SP100,HMGB1,PLSCR1,STRN3,STAT1,IFI16,CTSS,GBP2,IFIT1,IFIT3,IFIT2,HLA-E,ISG15,DDX58,TRIM22,SEC31A,PSPH,LGALS9,MX1,OAS1,IFI35,DHFR,MMS19,TXNIP	PSME2,OAS3,EIF2AK2,ATIC,MT2A,PTPN12,BST2,TRIM21,CMPK2,OASL,SAMHD1,XRN1,RB1,PFKL,HMGB2,SHCBP1,ISG20,STAT2,HMGCS1,TRIM25,MX2,UBE2V1,OAS2,SP100,HMGB1,PLSCR1,STRN3,STAT1,IFI16,CTSS,GBP2,IFIT1,IFIT3,IFIT2,HLA-E,ISG15,DDX58,TRIM22,SEC31A,PSPH,LGALS9,MX1,OAS1,IFI35,DHFR,MMS19,TXNIP	3.71e-11	1.54e-08	Response to organic substance	7.812479279163537	0.4464741798676655	3.488070278897671
Process	GO:0071310	40	2369	9606	PSME2,OAS3,EIF2AK2,ATIC,MT2A,PTPN12,BST2,TRIM21,CMPK2,OASL,SAMHD1,XRN1,RB1,HMGB2,SHCBP1,ISG20,STAT2,HMGCS1,TRIM25,MX2,UBE2V1,OAS2,SP100,HMGB1,STAT1,IFI16,CTSS,GBP2,IFIT1,IFIT3,IFIT2,HLA-E,ISG15,DDX58,TRIM22,SEC31A,LGALS9,MX1,OAS1,IFI35	PSME2,OAS3,EIF2AK2,ATIC,MT2A,PTPN12,BST2,TRIM21,CMPK2,OASL,SAMHD1,XRN1,RB1,HMGB2,SHCBP1,ISG20,STAT2,HMGCS1,TRIM25,MX2,UBE2V1,OAS2,SP100,HMGB1,STAT1,IFI16,CTSS,GBP2,IFIT1,IFIT3,IFIT2,HLA-E,ISG15,DDX58,TRIM22,SEC31A,LGALS9,MX1,OAS1,IFI35	2.22e-10	8.9e-08	Cellular response to organic substance	7.050609993355087	0.4805820080499047	3.388396308583313
Process	GO:0032069	7	22	9606	OAS3,OASL,HMGB2,OAS2,HMGB1,DFFA,OAS1	OAS3,OASL,HMGB2,OAS2,HMGB1,DFFA,OAS1	2.55e-10	9.94e-08	Regulation of nuclease activity	7.002613615602686	1.755762436636758	12.29492594455631
Process	GO:0034641	47	3282	9606	RNASEH2A,OAS3,EIF2AK2,ATIC,CMPK2,NARS,SAMHD1,XRN1,XPO5,POLA2,PFKL,UBE2L6,DTX3L,HMGB2,PCLAF,GCN1,ISG20,UGDH,HMGCS1,TRIM25,MAP1S,CNDP2,UBE2V1,OAS2,SP100,HMGB1,WARS,PARP9,RRM2,WDHD1,PNP,YARS,DFFA,ISG15,PIR,SMS,TARS,OAS1,DHFR,TAPBP,MMS19,EIF2A,HELZ2,GMPS,TJP2,TOP3A,LSM4	RNASEH2A,OAS3,EIF2AK2,ATIC,CMPK2,NARS,SAMHD1,XRN1,XPO5,POLA2,PFKL,UBE2L6,DTX3L,HMGB2,KIAA0101,GCN1L1,ISG20,UGDH,HMGCS1,TRIM25,MAP1S,CNDP2,UBE2V1,OAS2,SP100,HMGB1,WARS,PARP9,RRM2,WDHD1,PNP,YARS,DFFA,ISG15,PIR,SMS,TARS,OAS1,DHFR,TAPBP,MMS19,EIF2A,HELZ2,GMPS,TJP2,TOP3A,LSM4	7.1e-10	2.68e-07	Cellular nitrogen compound metabolic process	6.5718652059712115	0.4090463586633505	2.688197532128894
Process	GO:0006807	72	6852	9606	PSME2,RNASEH2A,LAP3,OAS3,EIF2AK2,ATIC,RNF114,PTPN12,APOL2,TRIM21,CMPK2,NARS,SAMHD1,PPM1F,HERC6,XRN1,XPO5,POLA2,PFKL,UCHL1,UBE2L6,MYO1E,DTX3L,HMGB2,NAA15,PCLAF,GCN1,ISG20,UGDH,HMGCS1,TRIM25,MAP1S,CNDP2,SETD3,UBE2V1,OAS2,PPM1G,SP100,TRIM14,HMGB1,PLSCR1,WARS,PARP9,RRM2,WDHD1,PNP,IFI16,CTSS,YARS,DFFA,ISG15,DDX58,TRIM22,PIR,PSPH,LGALS9,SMS,TARS,OAS1,DHFR,TAPBP,PDCD6IP,MMS19,EIF2A,HELZ2,PARP14,GMPS,ARMC8,TJP2,TOP3A,RNF213,LSM4	PSME2,RNASEH2A,LAP3,OAS3,EIF2AK2,ATIC,RNF114,PTPN12,APOL2,TRIM21,CMPK2,NARS,SAMHD1,PPM1F,HERC6,XRN1,XPO5,POLA2,PFKL,UCHL1,UBE2L6,MYO1E,DTX3L,HMGB2,NAA15,KIAA0101,GCN1L1,ISG20,UGDH,HMGCS1,TRIM25,MAP1S,CNDP2,SETD3,UBE2V1,OAS2,PPM1G,SP100,TRIM14,HMGB1,PLSCR1,WARS,PARP9,RRM2,WDHD1,PNP,IFI16,CTSS,YARS,DFFA,ISG15,DDX58,TRIM22,PIR,PSPH,LGALS9,SMS,TARS,OAS1,DHFR,TAPBP,PDCD6IP,MMS19,EIF2A,HELZ2,PARP14,GMPS,ARMC8,TJP2,TOP3A,RNF213,LSM4	1.02e-09	3.74e-07	Nitrogen compound metabolic process	6.42712839779952	0.27460221958250297	1.7649037235774843
Process	GO:0006139	40	2659	9606	RNASEH2A,OAS3,ATIC,CMPK2,NARS,SAMHD1,XRN1,XPO5,POLA2,PFKL,UBE2L6,DTX3L,HMGB2,PCLAF,ISG20,UGDH,HMGCS1,TRIM25,MAP1S,UBE2V1,OAS2,SP100,HMGB1,WARS,PARP9,RRM2,WDHD1,PNP,YARS,DFFA,ISG15,PIR,TARS,OAS1,MMS19,HELZ2,GMPS,TJP2,TOP3A,LSM4	RNASEH2A,OAS3,ATIC,CMPK2,NARS,SAMHD1,XRN1,XPO5,POLA2,PFKL,UBE2L6,DTX3L,HMGB2,KIAA0101,ISG20,UGDH,HMGCS1,TRIM25,MAP1S,UBE2V1,OAS2,SP100,HMGB1,WARS,PARP9,RRM2,WDHD1,PNP,YARS,DFFA,ISG15,PIR,TARS,OAS1,MMS19,HELZ2,GMPS,TJP2,TOP3A,LSM4	6.46e-09	2.31e-06	Nucleobase-containing compound metabolic process	5.636388020107856	0.4304287314411027	2.426063345404853
Process	GO:0070887	42	2919	9606	PSME2,OAS3,EIF2AK2,ATIC,MT2A,PTPN12,BST2,TRIM21,CMPK2,OASL,SAMHD1,PPM1F,XRN1,RB1,UCHL1,HMGB2,SHCBP1,ISG20,STAT2,HMGCS1,TRIM25,MX2,UBE2V1,OAS2,SP100,HMGB1,STAT1,IFI16,CTSS,GBP2,IFIT1,IFIT3,IFIT2,HLA-E,ISG15,DDX58,TRIM22,SEC31A,LGALS9,MX1,OAS1,IFI35	PSME2,OAS3,EIF2AK2,ATIC,MT2A,PTPN12,BST2,TRIM21,CMPK2,OASL,SAMHD1,PPM1F,XRN1,RB1,UCHL1,HMGB2,SHCBP1,ISG20,STAT2,HMGCS1,TRIM25,MX2,UBE2V1,OAS2,SP100,HMGB1,STAT1,IFI16,CTSS,GBP2,IFIT1,IFIT3,IFIT2,HLA-E,ISG15,DDX58,TRIM22,SEC31A,LGALS9,MX1,OAS1,IFI35	8.33e-09	2.89e-06	Cellular response to chemical stimulus	5.539102157243452	0.41110227285459344	2.2771374864165645
Process	GO:0046483	41	2840	9606	RNASEH2A,OAS3,ATIC,CMPK2,NARS,SAMHD1,XRN1,XPO5,POLA2,PFKL,UBE2L6,DTX3L,HMGB2,PCLAF,ISG20,UGDH,HMGCS1,TRIM25,MAP1S,UBE2V1,OAS2,SP100,HMGB1,WARS,PARP9,RRM2,WDHD1,PNP,YARS,DFFA,ISG15,PIR,TARS,OAS1,DHFR,MMS19,HELZ2,GMPS,TJP2,TOP3A,LSM4	RNASEH2A,OAS3,ATIC,CMPK2,NARS,SAMHD1,XRN1,XPO5,POLA2,PFKL,UBE2L6,DTX3L,HMGB2,KIAA0101,ISG20,UGDH,HMGCS1,TRIM25,MAP1S,UBE2V1,OAS2,SP100,HMGB1,WARS,PARP9,RRM2,WDHD1,PNP,YARS,DFFA,ISG15,PIR,TARS,OAS1,DHFR,MMS19,HELZ2,GMPS,TJP2,TOP3A,LSM4	1.25e-08	4.24e-06	Heterocycle metabolic process	5.372634143407267	0.4125525941174052	2.216494153106411
Process	GO:0035455	6	23	9606	EIF2AK2,BST2,MX2,IFIT3,IFIT2,OAS1	EIF2AK2,BST2,MX2,IFIT3,IFIT2,OAS1	1.41e-08	4.64e-06	Response to interferon-alpha	5.333482019445119	1.6695104918107582	8.904304189347657
Process	GO:0006725	41	2882	9606	RNASEH2A,OAS3,ATIC,CMPK2,NARS,SAMHD1,XRN1,XPO5,POLA2,PFKL,UBE2L6,DTX3L,HMGB2,PCLAF,ISG20,UGDH,HMGCS1,TRIM25,MAP1S,UBE2V1,OAS2,SP100,HMGB1,WARS,PARP9,RRM2,WDHD1,PNP,YARS,DFFA,ISG15,PIR,TARS,OAS1,DHFR,MMS19,HELZ2,GMPS,TJP2,TOP3A,LSM4	RNASEH2A,OAS3,ATIC,CMPK2,NARS,SAMHD1,XRN1,XPO5,POLA2,PFKL,UBE2L6,DTX3L,HMGB2,KIAA0101,ISG20,UGDH,HMGCS1,TRIM25,MAP1S,UBE2V1,OAS2,SP100,HMGB1,WARS,PARP9,RRM2,WDHD1,PNP,YARS,DFFA,ISG15,PIR,TARS,OAS1,DHFR,MMS19,HELZ2,GMPS,TJP2,TOP3A,LSM4	1.91e-08	6.14e-06	Cellular aromatic compound metabolic process	5.211831628858833	0.4061769576864724	2.1169259149840127
Process	GO:1901360	42	3118	9606	RNASEH2A,OAS3,ATIC,APOL2,CMPK2,NARS,SAMHD1,XRN1,XPO5,POLA2,PFKL,UBE2L6,DTX3L,HMGB2,PCLAF,ISG20,UGDH,HMGCS1,TRIM25,MAP1S,UBE2V1,OAS2,SP100,HMGB1,WARS,PARP9,RRM2,WDHD1,PNP,YARS,DFFA,ISG15,PIR,TARS,OAS1,DHFR,MMS19,HELZ2,GMPS,TJP2,TOP3A,LSM4	RNASEH2A,OAS3,ATIC,APOL2,CMPK2,NARS,SAMHD1,XRN1,XPO5,POLA2,PFKL,UBE2L6,DTX3L,HMGB2,KIAA0101,ISG20,UGDH,HMGCS1,TRIM25,MAP1S,UBE2V1,OAS2,SP100,HMGB1,WARS,PARP9,RRM2,WDHD1,PNP,YARS,DFFA,ISG15,PIR,TARS,OAS1,DHFR,MMS19,HELZ2,GMPS,TJP2,TOP3A,LSM4	5.68e-08	1.78e-05	Organic cyclic compound metabolic process	4.749579997691106	0.3824602569897849	1.8165255865104826
Process	GO:0006259	19	750	9606	RNASEH2A,SAMHD1,POLA2,UBE2L6,DTX3L,HMGB2,PCLAF,ISG20,TRIM25,MAP1S,UBE2V1,SP100,HMGB1,PARP9,WDHD1,DFFA,ISG15,MMS19,TOP3A	RNASEH2A,SAMHD1,POLA2,UBE2L6,DTX3L,HMGB2,KIAA0101,ISG20,TRIM25,MAP1S,UBE2V1,SP100,HMGB1,PARP9,WDHD1,DFFA,ISG15,MMS19,TOP3A	8.71e-08	2.66e-05	DNA metabolic process	4.575118363368933	0.6567794150058364	3.0048435622759073
Process	GO:0050896	75	8046	9606	PSME2,RNASEH2A,OAS3,EIF2AK2,ATIC,MT2A,PTPN12,APOL2,BST2,TRIM21,AP3B1,CMPK2,OASL,SAMHD1,PPM1F,HERC6,XRN1,RB1,PFKL,DYNC1LI1,UCHL1,UBE2L6,MYO1E,OGFR,DTX3L,HMGB2,PCLAF,GCN1,SHCBP1,ISG20,STAT2,HMGCS1,TRIM25,RIC8A,MX2,UBE2V1,OAS2,SP100,TRIM14,HMGB1,PLSCR1,DYNLRB1,STRN3,PARP9,WDHD1,STAT1,PNP,IFI16,CTSS,GBP2,IFI44,IFI44L,IFIT5,IFIT1,IFIT3,IFIT2,HLA-E,ISG15,DDX58,TRIM22,GPR155,SEC31A,PSPH,LGALS9,MX1,OAS1,IFI35,DHFR,TAPBP,MMS19,EIF2A,PARP14,ARMC8,TJP2,TXNIP	PSME2,RNASEH2A,OAS3,EIF2AK2,ATIC,MT2A,PTPN12,APOL2,BST2,TRIM21,AP3B1,CMPK2,OASL,SAMHD1,PPM1F,HERC6,XRN1,RB1,PFKL,DYNC1LI1,UCHL1,UBE2L6,MYO1E,OGFR,DTX3L,HMGB2,KIAA0101,GCN1L1,SHCBP1,ISG20,STAT2,HMGCS1,TRIM25,RIC8A,MX2,UBE2V1,OAS2,SP100,TRIM14,HMGB1,PLSCR1,DYNLRB1,STRN3,PARP9,WDHD1,STAT1,PNP,IFI16,CTSS,GBP2,IFI44,IFI44L,IFIT5,IFIT1,IFIT3,IFIT2,HLA-E,ISG15,DDX58,TRIM22,GPR155,SEC31A,PSPH,LGALS9,MX1,OAS1,IFI35,DHFR,TAPBP,MMS19,EIF2A,PARP14,ARMC8,TJP2,TXNIP	1.02e-07	3.06e-05	Response to stimulus	4.51427857351842	0.2225683126011649	1.0047353647195887
Process	GO:0032479	9	130	9606	TRIM21,UBE2L6,HMGB2,TRIM25,HMGB1,STAT1,IFI16,ISG15,DDX58	TRIM21,UBE2L6,HMGB2,TRIM25,HMGB1,STAT1,IFI16,ISG15,DDX58	1.17e-07	3.41e-05	Regulation of type i interferon production	4.467245621007502	1.0933862345771954	4.884424868484858
Process	GO:0071704	73	7755	9606	PSME2,RNASEH2A,LAP3,OAS3,EIF2AK2,ATIC,RNF114,PTPN12,APOL2,TRIM21,CMPK2,NARS,SAMHD1,PPM1F,HERC6,XRN1,XPO5,POLA2,PFKL,UCHL1,UBE2L6,DTX3L,HMGB2,NAA15,PCLAF,GCN1,ISG20,UGDH,HMGCS1,TRIM25,MAP1S,CNDP2,SETD3,MX2,UBE2V1,OAS2,PPM1G,SP100,TRIM14,HMGB1,PLSCR1,WARS,PARP9,RRM2,WDHD1,PNP,IFI16,CTSS,YARS,DFFA,ISG15,DDX58,TRIM22,PIR,PSPH,LGALS9,MX1,SMS,TARS,OAS1,DHFR,TAPBP,PDCD6IP,MMS19,EIF2A,HELZ2,PARP14,GMPS,ARMC8,TJP2,TOP3A,RNF213,LSM4	PSME2,RNASEH2A,LAP3,OAS3,EIF2AK2,ATIC,RNF114,PTPN12,APOL2,TRIM21,CMPK2,NARS,SAMHD1,PPM1F,HERC6,XRN1,XPO5,POLA2,PFKL,UCHL1,UBE2L6,DTX3L,HMGB2,NAA15,KIAA0101,GCN1L1,ISG20,UGDH,HMGCS1,TRIM25,MAP1S,CNDP2,SETD3,MX2,UBE2V1,OAS2,PPM1G,SP100,TRIM14,HMGB1,PLSCR1,WARS,PARP9,RRM2,WDHD1,PNP,IFI16,CTSS,YARS,DFFA,ISG15,DDX58,TRIM22,PIR,PSPH,LGALS9,MX1,SMS,TARS,OAS1,DHFR,TAPBP,PDCD6IP,MMS19,EIF2A,HELZ2,PARP14,GMPS,ARMC8,TJP2,TOP3A,RNF213,LSM4	1.35e-07	3.86e-05	Organic substance metabolic process	4.413412695328245	0.22682813541553956	1.0010861725005766
Process	GO:0002831	14	406	9606	PSME2,SAMHD1,DTX3L,HMGB2,HMGB1,PLSCR1,PARP9,STAT1,IFI16,IFIT1,HLA-E,DDX58,LGALS9,PARP14	PSME2,SAMHD1,DTX3L,HMGB2,HMGB1,PLSCR1,PARP9,STAT1,IFI16,IFIT1,HLA-E,DDX58,LGALS9,PARP14	1.47e-07	4.11e-05	Regulation of response to biotic stimulus	4.386158178123931	0.7906890795457513	3.4680873726028802
Process	GO:0042221	50	4333	9606	PSME2,OAS3,EIF2AK2,ATIC,MT2A,PTPN12,BST2,TRIM21,CMPK2,OASL,SAMHD1,PPM1F,XRN1,RB1,PFKL,UCHL1,HMGB2,SHCBP1,ISG20,STAT2,HMGCS1,TRIM25,MX2,UBE2V1,OAS2,SP100,HMGB1,PLSCR1,STRN3,STAT1,PNP,IFI16,CTSS,GBP2,IFIT1,IFIT3,IFIT2,HLA-E,ISG15,DDX58,TRIM22,SEC31A,PSPH,LGALS9,MX1,OAS1,IFI35,DHFR,MMS19,TXNIP	PSME2,OAS3,EIF2AK2,ATIC,MT2A,PTPN12,BST2,TRIM21,CMPK2,OASL,SAMHD1,PPM1F,XRN1,RB1,PFKL,UCHL1,HMGB2,SHCBP1,ISG20,STAT2,HMGCS1,TRIM25,MX2,UBE2V1,OAS2,SP100,HMGB1,PLSCR1,STRN3,STAT1,PNP,IFI16,CTSS,GBP2,IFIT1,IFIT3,IFIT2,HLA-E,ISG15,DDX58,TRIM22,SEC31A,PSPH,LGALS9,MX1,OAS1,IFI35,DHFR,MMS19,TXNIP	2.26e-07	6.18e-05	Response to chemical	4.209011524911184	0.3152683927463513	1.3269682985096183
Process	GO:0044237	71	7513	9606	PSME2,RNASEH2A,OAS3,EIF2AK2,ATIC,RNF114,PTPN12,TRIM21,CMPK2,NARS,SAMHD1,PPM1F,HERC6,XRN1,XPO5,POLA2,PFKL,UCHL1,UBE2L6,DTX3L,HMGB2,NAA15,PCLAF,GCN1,ISG20,UGDH,HMGCS1,TRIM25,MAP1S,CNDP2,SETD3,MX2,UBE2V1,OAS2,PPM1G,SP100,TRIM14,HMGB1,PLSCR1,WARS,PARP9,RRM2,WDHD1,PNP,IFI16,CTSS,YARS,DFFA,ISG15,DDX58,TRIM22,PIR,PSPH,LGALS9,MX1,SMS,TARS,OAS1,DHFR,TAPBP,PDCD6IP,MMS19,EIF2A,HELZ2,PARP14,GMPS,ARMC8,TJP2,TOP3A,RNF213,LSM4	PSME2,RNASEH2A,OAS3,EIF2AK2,ATIC,RNF114,PTPN12,TRIM21,CMPK2,NARS,SAMHD1,PPM1F,HERC6,XRN1,XPO5,POLA2,PFKL,UCHL1,UBE2L6,DTX3L,HMGB2,NAA15,KIAA0101,GCN1L1,ISG20,UGDH,HMGCS1,TRIM25,MAP1S,CNDP2,SETD3,MX2,UBE2V1,OAS2,PPM1G,SP100,TRIM14,HMGB1,PLSCR1,WARS,PARP9,RRM2,WDHD1,PNP,IFI16,CTSS,YARS,DFFA,ISG15,DDX58,TRIM22,PIR,PSPH,LGALS9,MX1,SMS,TARS,OAS1,DHFR,TAPBP,PDCD6IP,MMS19,EIF2A,HELZ2,PARP14,GMPS,ARMC8,TJP2,TOP3A,RNF213,LSM4	2.32e-07	6.22e-05	Cellular metabolic process	4.206209615309182	0.2285320373240251	0.9612536527985112
