	-log10(fdr_BH)	log2(fold_change)	Gene	fold_change
sp|P07947|YES_HUMAN Tyrosine-protein kinase Yes OS=Homo sapiens OX=9606 GN=YES1 PE=1 SV=3	0.14615006812345424	-0.09930863885486069	YES1	0.9334802221196895
sp|P07948|LYN_HUMAN Tyrosine-protein kinase Lyn OS=Homo sapiens OX=9606 GN=LYN PE=1 SV=3	1.7039210432666607	-0.335037597494501	LYN	0.7927634764513561
sp|P07951|TPM2_HUMAN Tropomyosin beta chain OS=Homo sapiens OX=9606 GN=TPM2 PE=1 SV=1	2.5880690472278993	-0.21729883546700113	TPM2	0.8601744382375502
sp|P07954|FUMH_HUMAN Fumarate hydratase, mitochondrial OS=Homo sapiens OX=9606 GN=FH PE=1 SV=3	0.5122129036080459	0.08574825137350273	FH	1.0612380079789103
sp|P07996|TSP1_HUMAN Thrombospondin-1 OS=Homo sapiens OX=9606 GN=THBS1 PE=1 SV=2	0.7822530025810109	0.439233433038003	THBS1	1.3558836957148672
sp|P08047|SP1_HUMAN Transcription factor Sp1 OS=Homo sapiens OX=9606 GN=SP1 PE=1 SV=3	0.19689790981176536	-0.12261920464516574	SP1	0.9185185707373017
sp|P08069|IGF1R_HUMAN Insulin-like growth factor 1 receptor OS=Homo sapiens OX=9606 GN=IGF1R PE=1 SV=1	0.35495993765345035	0.19413584959502617	IGF1R	1.1440386951214114
sp|P08123|CO1A2_HUMAN Collagen alpha-2(I) chain OS=Homo sapiens OX=9606 GN=COL1A2 PE=1 SV=7	1.5776802599400548	-0.32173351846249343	COL1A2	0.8001079033565458
sp|P08133|ANXA6_HUMAN Annexin A6 OS=Homo sapiens OX=9606 GN=ANXA6 PE=1 SV=3	1.4745080251572416	-0.10760547643654972	ANXA6	0.9281272501362331
sp|P08174|DAF_HUMAN Complement decay-accelerating factor OS=Homo sapiens OX=9606 GN=CD55 PE=1 SV=4	0.009438115350574925	0.008408722659473844	CD55	1.0058455010553273
sp|P08195|4F2_HUMAN 4F2 cell-surface antigen heavy chain OS=Homo sapiens OX=9606 GN=SLC3A2 PE=1 SV=3	0.02301161961968493	0.005521580544901372	SLC3A2	1.0038346013296262
sp|P08237|PFKAM_HUMAN ATP-dependent 6-phosphofructokinase, muscle type OS=Homo sapiens OX=9606 GN=PFKM PE=1 SV=2	1.9407711084520516	-0.6936572597601892	PFKM	0.6182844985105442
sp|P08238|HS90B_HUMAN Heat shock protein HSP 90-beta OS=Homo sapiens OX=9606 GN=HSP90AB1 PE=1 SV=4	1.5660286662125	-0.08488974863884913	HSP90AB1	0.9428565866616098
sp|P08240|SRPRA_HUMAN Signal recognition particle receptor subunit alpha OS=Homo sapiens OX=9606 GN=SRPRA PE=1 SV=2	0.09770399678270836	0.03535880346746384	SRPRA	1.0248116657040658
sp|P08243|ASNS_HUMAN Asparagine synthetase [glutamine-hydrolyzing] OS=Homo sapiens OX=9606 GN=ASNS PE=1 SV=4	0.5266764776040964	0.2658318659323343	ASNS	1.2023291193075
sp|P08397|HEM3_HUMAN Porphobilinogen deaminase OS=Homo sapiens OX=9606 GN=HMBS PE=1 SV=2	1.0518042139750527	-0.42747473148914694	HMBS	0.743562165287699
sp|P08473|NEP_HUMAN Neprilysin OS=Homo sapiens OX=9606 GN=MME PE=1 SV=2	0.5167049546025304	0.13647849529933542	MME	1.0992187324378613
sp|P08559|ODPA_HUMAN Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial OS=Homo sapiens OX=9606 GN=PDHA1 PE=1 SV=3	0.07628676515636748	-0.025266696719797643	PDHA1	0.9826389310434274
sp|P08572|CO4A2_HUMAN Collagen alpha-2(IV) chain OS=Homo sapiens OX=9606 GN=COL4A2 PE=1 SV=4	0.5672401968708487	-0.2781849392831639	COL4A2	0.8246278326748109
sp|P08574|CY1_HUMAN Cytochrome c1, heme protein, mitochondrial OS=Homo sapiens OX=9606 GN=CYC1 PE=1 SV=3	0.526991844480811	-0.08859025095524953	CYC1	0.9404412653202074
sp|P08579|RU2B_HUMAN U2 small nuclear ribonucleoprotein B'' OS=Homo sapiens OX=9606 GN=SNRPB2 PE=1 SV=1	0.32865685868485256	0.12365000540027837	SNRPB2	1.0894877728464103
sp|P08621|RU17_HUMAN U1 small nuclear ribonucleoprotein 70 kDa OS=Homo sapiens OX=9606 GN=SNRNP70 PE=1 SV=2	0.4431973912490227	0.07862038773701818	SNRNP70	1.0560077244680066
sp|P08648|ITA5_HUMAN Integrin alpha-5 OS=Homo sapiens OX=9606 GN=ITGA5 PE=1 SV=2	0.5738589449379197	0.22412435961686472	ITGA5	1.1680680771786778
sp|P08651|NFIC_HUMAN Nuclear factor 1 C-type OS=Homo sapiens OX=9606 GN=NFIC PE=1 SV=2	0.07949739509771456	0.033372138353017444	NFIC	1.0234014186583227
sp|P08670|VIME_HUMAN Vimentin OS=Homo sapiens OX=9606 GN=VIM PE=1 SV=4	3.267169326954829	0.12046991312936006	VIM	1.087088890329717
sp|P08708|RS17_HUMAN 40S ribosomal protein S17 OS=Homo sapiens OX=9606 GN=RPS17 PE=1 SV=2	1.0808855959577017	-0.14729310069584733	RPS17	0.9029430478720676
sp|P08754|GNAI3_HUMAN Guanine nucleotide-binding protein G(i) subunit alpha OS=Homo sapiens OX=9606 GN=GNAI3 PE=1 SV=3	0.9911385553592128	0.16382530763414926	GNAI3	1.1202535572551837
sp|P08758|ANXA5_HUMAN Annexin A5 OS=Homo sapiens OX=9606 GN=ANXA5 PE=1 SV=2	0.07208972868525312	-0.017112155138914398	ANXA5	0.9882088251423556
sp|P08865|RSSA_HUMAN 40S ribosomal protein SA OS=Homo sapiens OX=9606 GN=RPSA PE=1 SV=4	0.4845851112577063	-0.07227106567351749	RPSA	0.9511395514466736
sp|P08962|CD63_HUMAN CD63 antigen OS=Homo sapiens OX=9606 GN=CD63 PE=1 SV=2	0.5321113294126649	-0.07595485210295261	CD63	0.9487140038624393
sp|P09001|RM03_HUMAN 39S ribosomal protein L3, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL3 PE=1 SV=1	2.7046065051181714	-0.47171830617477006	MRPL3	0.7211052215875576
sp|P09012|SNRPA_HUMAN U1 small nuclear ribonucleoprotein A OS=Homo sapiens OX=9606 GN=SNRPA PE=1 SV=3	0.9175938411633021	-0.14565029097547	SNRPA	0.9039718228066735
sp|P09110|THIK_HUMAN 3-ketoacyl-CoA thiolase, peroxisomal OS=Homo sapiens OX=9606 GN=ACAA1 PE=1 SV=2	0.08293566619002166	-0.05462753677032069	ACAA1	0.9628429899604273
sp|P09132|SRP19_HUMAN Signal recognition particle 19 kDa protein OS=Homo sapiens OX=9606 GN=SRP19 PE=1 SV=3	0.07883772669373065	0.05999780358467616	SRP19	1.0424641737517062
sp|P09211|GSTP1_HUMAN Glutathione S-transferase P OS=Homo sapiens OX=9606 GN=GSTP1 PE=1 SV=2	0.17476375485222184	-0.034902083135411655	GSTP1	0.976098007079375
sp|P09234|RU1C_HUMAN U1 small nuclear ribonucleoprotein C OS=Homo sapiens OX=9606 GN=SNRPC PE=1 SV=1	0.06101905936605651	0.046317211823087956	SNRPC	1.032625558532597
sp|P09382|LEG1_HUMAN Galectin-1 OS=Homo sapiens OX=9606 GN=LGALS1 PE=1 SV=2	0.0035550185734763407	0.0015069028749685742	LGALS1	1.0010450511649842
sp|P09429|HMGB1_HUMAN High mobility group protein B1 OS=Homo sapiens OX=9606 GN=HMGB1 PE=1 SV=3	0.40966873920541297	-0.08025826699870597	HMGB1	0.9458883014424302
sp|P09486|SPRC_HUMAN SPARC OS=Homo sapiens OX=9606 GN=SPARC PE=1 SV=1	0.04915425047133911	0.02241306885856642	SPARC	1.0156568595906044
sp|P09488|GSTM1_HUMAN Glutathione S-transferase Mu 1 OS=Homo sapiens OX=9606 GN=GSTM1 PE=1 SV=3	0.018871418674117183	-0.013163949893297472	GSTM1	0.9909169476698511
sp|P09493|TPM1_HUMAN Tropomyosin alpha-1 chain OS=Homo sapiens OX=9606 GN=TPM1 PE=1 SV=2	0.398825417563449	-0.04639453330593102	TPM1	0.968353337766819
sp|P09496|CLCA_HUMAN Clathrin light chain A OS=Homo sapiens OX=9606 GN=CLTA PE=1 SV=1	0.31019902069275995	-0.14142094233017138	CLTA	0.9066257596163207
sp|P09497|CLCB_HUMAN Clathrin light chain B OS=Homo sapiens OX=9606 GN=CLTB PE=1 SV=1	0.33481508972064483	0.07963758887551509	CLTB	1.0567525464861895
sp|P09525|ANXA4_HUMAN Annexin A4 OS=Homo sapiens OX=9606 GN=ANXA4 PE=1 SV=4	0.5167049546025304	-0.1397604506369754	ANXA4	0.9076698550000002
sp|P09543|CN37_HUMAN 2',3'-cyclic-nucleotide 3'-phosphodiesterase OS=Homo sapiens OX=9606 GN=CNP PE=1 SV=2	2.167417656964201	0.2480556040778248	CNP	1.187605437654207
sp|P09619|PGFRB_HUMAN Platelet-derived growth factor receptor beta OS=Homo sapiens OX=9606 GN=PDGFRB PE=1 SV=1	1.035694926447579	-0.4418516873905214	PDGFRB	0.7361891092507556
sp|P09622|DLDH_HUMAN Dihydrolipoyl dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=DLD PE=1 SV=2	0.11482866806878346	0.022725262578196626	DLD	1.0158766676539766
sp|P09651|ROA1_HUMAN Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens OX=9606 GN=HNRNPA1 PE=1 SV=5	1.8597685570099152	-0.12616054222363715	HNRNPA1	0.9162666774053876
sp|P09661|RU2A_HUMAN U2 small nuclear ribonucleoprotein A' OS=Homo sapiens OX=9606 GN=SNRPA1 PE=1 SV=2	0.18051251595423695	0.05814524340328764	SNRPA1	1.041126407867015
sp|P09669|COX6C_HUMAN Cytochrome c oxidase subunit 6C OS=Homo sapiens OX=9606 GN=COX6C PE=1 SV=2	0.6074309293927369	-0.24062431289941177	COX6C	0.846378970452555
sp|P09874|PARP1_HUMAN Poly [ADP-ribose] polymerase 1 OS=Homo sapiens OX=9606 GN=PARP1 PE=1 SV=4	0.376659242304264	-0.05088886438085982	PARP1	0.9653413854797908
sp|P09884|DPOLA_HUMAN DNA polymerase alpha catalytic subunit OS=Homo sapiens OX=9606 GN=POLA1 PE=1 SV=2	0.1802980866241766	-0.12881608895986663	POLA1	0.9145816705797934
sp|P09914|IFIT1_HUMAN Interferon-induced protein with tetratricopeptide repeats 1 OS=Homo sapiens OX=9606 GN=IFIT1 PE=1 SV=2	11.190624119815489	1.7639952341508702	IFIT1	3.396373766069238
sp|P09936|UCHL1_HUMAN Ubiquitin carboxyl-terminal hydrolase isozyme L1 OS=Homo sapiens OX=9606 GN=UCHL1 PE=1 SV=2	0.5386482153726992	-0.07852960144196475	UCHL1	0.9470223626898981
sp|P09960|LKHA4_HUMAN Leukotriene A-4 hydrolase OS=Homo sapiens OX=9606 GN=LTA4H PE=1 SV=2	1.250914339004368	-0.3667868405933501	LTA4H	0.7755077798098681
sp|P09972|ALDOC_HUMAN Fructose-bisphosphate aldolase C OS=Homo sapiens OX=9606 GN=ALDOC PE=1 SV=2	0.055386249976263846	0.021186843569813596	ALDOC	1.0147939641320487
sp|P0C0S5|H2AZ_HUMAN Histone H2A.Z OS=Homo sapiens OX=9606 GN=H2AFZ PE=1 SV=2	0.011015599952925482	0.002503775698094568	H2AFZ	1.0017369918916608
sp|P0CG08|GPHRB_HUMAN Golgi pH regulator B OS=Homo sapiens OX=9606 GN=GPR89B PE=1 SV=1	0.12348358310038071	0.07134764718273068	GPR89B	1.0506977008310439
sp|P0CG12|DERPC_HUMAN Decreased expression in renal and prostate cancer protein OS=Homo sapiens OX=9606 GN=DERPC PE=1 SV=1	0.2653168250542304	-0.11814540008539631	DERPC	0.9213713223458131
sp|P0CG39|POTEJ_HUMAN POTE ankyrin domain family member J OS=Homo sapiens OX=9606 GN=POTEJ PE=3 SV=1	0.39746338135917525	0.06530531702335496	POTEJ	1.046306345792591
sp|P0DMV8|HS71A_HUMAN Heat shock 70 kDa protein 1A OS=Homo sapiens OX=9606 GN=HSPA1A PE=1 SV=1	0.2376426568011391	0.04447826200361149	HSPA1A	1.0313101475924045
sp|P0DN79|CBSL_HUMAN Cystathionine beta-synthase-like protein OS=Homo sapiens OX=9606 GN=CBSL PE=1 SV=1	1.2484196020710292	-0.2925164531162424	CBSL	0.8164766580901521
sp|P0DP25|CALM3_HUMAN Calmodulin-3 OS=Homo sapiens OX=9606 GN=CALM3 PE=1 SV=1	0.8544154108835083	0.13906675643341626	CALM3	1.1011925513378424
sp|P0DPB6|RPAC2_HUMAN DNA-directed RNA polymerases I and III subunit RPAC2 OS=Homo sapiens OX=9606 GN=POLR1D PE=1 SV=1	0.013697707601575475	0.012301629521901447	POLR1D	1.0085632968655107
sp|P0DPI3|CENL2_HUMAN Centromere protein V-like protein 2 OS=Homo sapiens OX=9606 GN=CENPVL2 PE=3 SV=1	0.6113408611830031	0.047074830969672576	CENPVL2	1.0331679755555958
sp|P10109|ADX_HUMAN Adrenodoxin, mitochondrial OS=Homo sapiens OX=9606 GN=FDX1 PE=1 SV=1	0.2064386367931784	0.1247899896543555	FDX1	1.0903490011029142
sp|P10155|RO60_HUMAN 60 kDa SS-A/Ro ribonucleoprotein OS=Homo sapiens OX=9606 GN=RO60 PE=1 SV=2	1.3868442347838328	-0.5127176543368064	RO60	0.7009008823979039
sp|P10176|COX8A_HUMAN Cytochrome c oxidase subunit 8A, mitochondrial OS=Homo sapiens OX=9606 GN=COX8A PE=1 SV=2	0.2052934489588598	0.019440834729472556	COX8A	1.0135665616399236
sp|P10301|RRAS_HUMAN Ras-related protein R-Ras OS=Homo sapiens OX=9606 GN=RRAS PE=1 SV=1	0.30792304933323394	-0.13771311677997838	RRAS	0.9089588470314698
sp|P10316|1A69_HUMAN HLA class I histocompatibility antigen, A-69 alpha chain OS=Homo sapiens OX=9606 GN=HLA-A PE=1 SV=2	3.021419681920032	0.3357766667433423	HLA-A	1.2620566470650245
sp|P10319|1B58_HUMAN HLA class I histocompatibility antigen, B-58 alpha chain OS=Homo sapiens OX=9606 GN=HLA-B PE=1 SV=1	6.2293228302726895	0.6384694569219014	HLA-B	1.5566768176084624
sp|P10412|H14_HUMAN Histone H1.4 OS=Homo sapiens OX=9606 GN=HIST1H1E PE=1 SV=2	0.047352232852531095	0.016232155730155018	HIST1H1E	1.0113148066050675
sp|P10515|ODP2_HUMAN Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial OS=Homo sapiens OX=9606 GN=DLAT PE=1 SV=3	0.1675388962436546	0.054904764500871006	DLAT	1.03879052816779
sp|P10586|PTPRF_HUMAN Receptor-type tyrosine-protein phosphatase F OS=Homo sapiens OX=9606 GN=PTPRF PE=1 SV=2	0.8583552563459266	-0.2599113283082197	PTPRF	0.8351392476246672
sp|P10599|THIO_HUMAN Thioredoxin OS=Homo sapiens OX=9606 GN=TXN PE=1 SV=3	0.10959342085447858	0.0451769899951302	TXN	1.0318097540775315
sp|P10606|COX5B_HUMAN Cytochrome c oxidase subunit 5B, mitochondrial OS=Homo sapiens OX=9606 GN=COX5B PE=1 SV=2	0.2586546140185935	0.08166579092281379	COX5B	1.0582392189292764
sp|P10619|PPGB_HUMAN Lysosomal protective protein OS=Homo sapiens OX=9606 GN=CTSA PE=1 SV=2	0.37150063970761815	0.18092305697342992	CTSA	1.1336089525791002
sp|P10620|MGST1_HUMAN Microsomal glutathione S-transferase 1 OS=Homo sapiens OX=9606 GN=MGST1 PE=1 SV=1	0.759597561559249	-0.32322308963868657	MGST1	0.7992822246250876
sp|P10644|KAP0_HUMAN cAMP-dependent protein kinase type I-alpha regulatory subunit OS=Homo sapiens OX=9606 GN=PRKAR1A PE=1 SV=1	0.8368964000927459	-0.20057158546763904	PRKAR1A	0.8702057256983383
sp|P10768|ESTD_HUMAN S-formylglutathione hydrolase OS=Homo sapiens OX=9606 GN=ESD PE=1 SV=2	0.27285229021276153	0.17393414253512018	ESD	1.1281306383402212
sp|P10809|CH60_HUMAN 60 kDa heat shock protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPD1 PE=1 SV=2	1.183039875141766	0.05568716229377291	HSPD1	1.0393540345337429
sp|P10909|CLUS_HUMAN Clusterin OS=Homo sapiens OX=9606 GN=CLU PE=1 SV=1	0.4985999292993395	-0.20253845395618142	CLU	0.8690201570381537
sp|P11021|BIP_HUMAN Endoplasmic reticulum chaperone BiP OS=Homo sapiens OX=9606 GN=HSPA5 PE=1 SV=2	1.3145039251516129	0.07572468241006947	HSPA5	1.0538902843025448
sp|P11047|LAMC1_HUMAN Laminin subunit gamma-1 OS=Homo sapiens OX=9606 GN=LAMC1 PE=1 SV=3	0.01663197658634126	-0.008325506665947363	LAMC1	0.9942458176187223
sp|P11117|PPAL_HUMAN Lysosomal acid phosphatase OS=Homo sapiens OX=9606 GN=ACP2 PE=1 SV=3	0.3369283718090495	0.17037966610768673	ACP2	1.1253545990952019
sp|P11142|HSP7C_HUMAN Heat shock cognate 71 kDa protein OS=Homo sapiens OX=9606 GN=HSPA8 PE=1 SV=1	0.016873419355595727	0.0024857961380901905	HSPA8	1.0017245078408983
sp|P11166|GTR1_HUMAN Solute carrier family 2, facilitated glucose transporter member 1 OS=Homo sapiens OX=9606 GN=SLC2A1 PE=1 SV=2	2.70735353135547	-0.21580281253203057	SLC2A1	0.8610668708623632
sp|P11171|41_HUMAN Protein 4.1 OS=Homo sapiens OX=9606 GN=EPB41 PE=1 SV=4	0.28892021426072534	0.15069362083085913	EPB41	1.110103060606329
sp|P11172|UMPS_HUMAN Uridine 5'-monophosphate synthase OS=Homo sapiens OX=9606 GN=UMPS PE=1 SV=1	2.630430910895542	-0.6548186959241338	UMPS	0.6351553064812354
sp|P11177|ODPB_HUMAN Pyruvate dehydrogenase E1 component subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=PDHB PE=1 SV=3	0.30606364042191014	0.06006360202808425	PDHB	1.0425117195477374
sp|P11182|ODB2_HUMAN Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial OS=Homo sapiens OX=9606 GN=DBT PE=1 SV=3	0.7038304272615118	0.21236362471935855	DBT	1.158584785419532
sp|P11216|PYGB_HUMAN Glycogen phosphorylase, brain form OS=Homo sapiens OX=9606 GN=PYGB PE=1 SV=5	0.7116255496491121	-0.2728564329325124	PYGB	0.8276791769075089
sp|P11233|RALA_HUMAN Ras-related protein Ral-A OS=Homo sapiens OX=9606 GN=RALA PE=1 SV=1	0.019548987139837604	-0.010573560551539463	RALA	0.9926977581897906
sp|P11234|RALB_HUMAN Ras-related protein Ral-B OS=Homo sapiens OX=9606 GN=RALB PE=1 SV=1	0.15161646596752068	-0.057189901192274184	RALB	0.9611344064436401
sp|P11274|BCR_HUMAN Breakpoint cluster region protein OS=Homo sapiens OX=9606 GN=BCR PE=1 SV=2	0.7712211154024601	-0.15566242497062577	BCR	0.8977200828795879
sp|P11279|LAMP1_HUMAN Lysosome-associated membrane glycoprotein 1 OS=Homo sapiens OX=9606 GN=LAMP1 PE=1 SV=3	1.4663627422674115	0.19863102781362066	LAMP1	1.1476088730200524
sp|P11310|ACADM_HUMAN Medium-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ACADM PE=1 SV=1	0.581656282917171	-0.11817363133033104	ACADM	0.9213532927524202
sp|P11387|TOP1_HUMAN DNA topoisomerase 1 OS=Homo sapiens OX=9606 GN=TOP1 PE=1 SV=2	4.627589356827879	0.23232195353615592	TOP1	1.1747240947867101
sp|P11388|TOP2A_HUMAN DNA topoisomerase 2-alpha OS=Homo sapiens OX=9606 GN=TOP2A PE=1 SV=3	1.9339251803285835	0.18178910635441325	TOP2A	1.134289661972498
sp|P11413|G6PD_HUMAN Glucose-6-phosphate 1-dehydrogenase OS=Homo sapiens OX=9606 GN=G6PD PE=1 SV=4	0.25182917882629646	-0.07323670478142863	G6PD	0.9505031381958506
sp|P11441|UBL4A_HUMAN Ubiquitin-like protein 4A OS=Homo sapiens OX=9606 GN=UBL4A PE=1 SV=1	0.21346211759512448	-0.0902566458401407	UBL4A	0.9393556292388882
sp|P11498|PYC_HUMAN Pyruvate carboxylase, mitochondrial OS=Homo sapiens OX=9606 GN=PC PE=1 SV=2	0.5388455579761722	-0.10637033737374274	PC	0.9289221908898455
sp|P11586|C1TC_HUMAN C-1-tetrahydrofolate synthase, cytoplasmic OS=Homo sapiens OX=9606 GN=MTHFD1 PE=1 SV=3	0.3195520238861578	-0.04715364000148492	MTHFD1	0.9678439507342003
sp|P11717|MPRI_HUMAN Cation-independent mannose-6-phosphate receptor OS=Homo sapiens OX=9606 GN=IGF2R PE=1 SV=3	0.4896891288740563	0.1379999434378166	IGF2R	1.1003785662247845
sp|P11766|ADHX_HUMAN Alcohol dehydrogenase class-3 OS=Homo sapiens OX=9606 GN=ADH5 PE=1 SV=4	0.3455844525070558	-0.29762427643022593	ADH5	0.8135910554723191
sp|P11908|PRPS2_HUMAN Ribose-phosphate pyrophosphokinase 2 OS=Homo sapiens OX=9606 GN=PRPS2 PE=1 SV=2	0.163490532172832	-0.05886374060728927	PRPS2	0.960019928540701
sp|P11940|PABP1_HUMAN Polyadenylate-binding protein 1 OS=Homo sapiens OX=9606 GN=PABPC1 PE=1 SV=2	0.018784357786060836	-0.0052901724221623425	PABPC1	0.9963398466518543
sp|P12004|PCNA_HUMAN Proliferating cell nuclear antigen OS=Homo sapiens OX=9606 GN=PCNA PE=1 SV=1	0.8479138372886372	0.0971436991228265	PCNA	1.0696536250455702
sp|P12081|SYHC_HUMAN Histidine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=HARS PE=1 SV=2	0.5104335684557426	-0.1343350256450817	HARS	0.9110896809270707
sp|P12109|CO6A1_HUMAN Collagen alpha-1(VI) chain OS=Homo sapiens OX=9606 GN=COL6A1 PE=1 SV=3	2.4020916487347717	0.6535076929973783	COL6A1	1.572988030772721
sp|P12110|CO6A2_HUMAN Collagen alpha-2(VI) chain OS=Homo sapiens OX=9606 GN=COL6A2 PE=1 SV=4	0.23238302505545427	-0.1498978775519082	COL6A2	0.9013142606821802
sp|P12235|ADT1_HUMAN ADP/ATP translocase 1 OS=Homo sapiens OX=9606 GN=SLC25A4 PE=1 SV=4	0.04474097182128837	0.012711923386174995	SLC25A4	1.0088501670414334
sp|P12236|ADT3_HUMAN ADP/ATP translocase 3 OS=Homo sapiens OX=9606 GN=SLC25A6 PE=1 SV=4	0.2503006470671177	0.0344116834567989	SLC25A6	1.0241391042304437
sp|P12268|IMDH2_HUMAN Inosine-5'-monophosphate dehydrogenase 2 OS=Homo sapiens OX=9606 GN=IMPDH2 PE=1 SV=2	3.4073400519697556	-0.23738490373489896	IMPDH2	0.848281554287847
sp|P12270|TPR_HUMAN Nucleoprotein TPR OS=Homo sapiens OX=9606 GN=TPR PE=1 SV=3	0.4385393466194212	0.026826907631145147	TPR	1.0187689589251716
sp|P12277|KCRB_HUMAN Creatine kinase B-type OS=Homo sapiens OX=9606 GN=CKB PE=1 SV=1	2.3118350101621497	-0.2026029468864019	CKB	0.8689813100177709
sp|P12429|ANXA3_HUMAN Annexin A3 OS=Homo sapiens OX=9606 GN=ANXA3 PE=1 SV=3	0.3258177155097408	-0.15026541592075343	ANXA3	0.9010846727437588
sp|P12532|KCRU_HUMAN Creatine kinase U-type, mitochondrial OS=Homo sapiens OX=9606 GN=CKMT1A PE=1 SV=1	0.6909242304709439	0.2003974423991409	CKMT1A	1.1490148489949605
sp|P12694|ODBA_HUMAN 2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=BCKDHA PE=1 SV=2	1.1653147544253264	-0.3241808339818042	BCKDHA	0.7987517909786941
sp|P12814|ACTN1_HUMAN Alpha-actinin-1 OS=Homo sapiens OX=9606 GN=ACTN1 PE=1 SV=2	0.58514141820426	0.03557523932179363	ACTN1	1.0249654214326274
sp|P12956|XRCC6_HUMAN X-ray repair cross-complementing protein 6 OS=Homo sapiens OX=9606 GN=XRCC6 PE=1 SV=2	0.1133936295784918	0.010907659035209294	XRCC6	1.0075892667094535
sp|P13010|XRCC5_HUMAN X-ray repair cross-complementing protein 5 OS=Homo sapiens OX=9606 GN=XRCC5 PE=1 SV=3	0.08081114121562982	-0.013962526191466651	XRCC5	0.9903685962892511
sp|P13073|COX41_HUMAN Cytochrome c oxidase subunit 4 isoform 1, mitochondrial OS=Homo sapiens OX=9606 GN=COX4I1 PE=1 SV=1	0.7712211154024601	0.11406545611632946	COX4I1	1.082273746953625
sp|P13196|HEM1_HUMAN 5-aminolevulinate synthase, nonspecific, mitochondrial OS=Homo sapiens OX=9606 GN=ALAS1 PE=1 SV=2	0.20710412713070872	-0.11374864022466946	ALAS1	0.9241835782964567
sp|P13473|LAMP2_HUMAN Lysosome-associated membrane glycoprotein 2 OS=Homo sapiens OX=9606 GN=LAMP2 PE=1 SV=2	0.33972357700025985	-0.1621162725820534	LAMP2	0.8937131315269708
sp|P13489|RINI_HUMAN Ribonuclease inhibitor OS=Homo sapiens OX=9606 GN=RNH1 PE=1 SV=2	0.07380972890694365	-0.04812255926600709	RNH1	0.9671941614229312
sp|P13639|EF2_HUMAN Elongation factor 2 OS=Homo sapiens OX=9606 GN=EEF2 PE=1 SV=4	0.21484393050897072	-0.029035770525110527	EEF2	0.9800751148243456
sp|P13645|K1C10_HUMAN Keratin, type I cytoskeletal 10 OS=Homo sapiens OX=9606 GN=KRT10 PE=1 SV=6	0.003188443626349489	0.004267884775246726	KRT10	1.0029626523044324
sp|P13667|PDIA4_HUMAN Protein disulfide-isomerase A4 OS=Homo sapiens OX=9606 GN=PDIA4 PE=1 SV=2	0.5217241263052697	0.0558973921125574	PDIA4	1.0395055004534828
sp|P13674|P4HA1_HUMAN Prolyl 4-hydroxylase subunit alpha-1 OS=Homo sapiens OX=9606 GN=P4HA1 PE=1 SV=2	0.01760765968002284	0.00603869001463242	P4HA1	1.0041944732392842
sp|P13693|TCTP_HUMAN Translationally-controlled tumor protein OS=Homo sapiens OX=9606 GN=TPT1 PE=1 SV=1	0.6423642847444697	-0.15518575078391494	TPT1	0.8980167434208582
sp|P13797|PLST_HUMAN Plastin-3 OS=Homo sapiens OX=9606 GN=PLS3 PE=1 SV=4	1.757731155424933	-0.19706831609861886	PLS3	0.8723213976606353
sp|P13798|ACPH_HUMAN Acylamino-acid-releasing enzyme OS=Homo sapiens OX=9606 GN=APEH PE=1 SV=4	1.4844344186332052	-0.5176437610687401	APEH	0.698511725654383
sp|P13804|ETFA_HUMAN Electron transfer flavoprotein subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ETFA PE=1 SV=1	0.03665470423228961	-0.041485468170245676	ETFA	0.9716539705343905
sp|P13861|KAP2_HUMAN cAMP-dependent protein kinase type II-alpha regulatory subunit OS=Homo sapiens OX=9606 GN=PRKAR2A PE=1 SV=2	0.5995369528652283	0.05491512812548904	PRKAR2A	1.0387979903642024
sp|P13929|ENOB_HUMAN Beta-enolase OS=Homo sapiens OX=9606 GN=ENO3 PE=1 SV=5	0.03223866371847766	-0.013657515994976	ENO3	0.9905779991397962
sp|P13984|T2FB_HUMAN General transcription factor IIF subunit 2 OS=Homo sapiens OX=9606 GN=GTF2F2 PE=1 SV=2	0.36027755065171674	-0.24736872929290882	GTF2F2	0.8424314902539175
sp|P13987|CD59_HUMAN CD59 glycoprotein OS=Homo sapiens OX=9606 GN=CD59 PE=1 SV=1	0.15731860527844055	-0.08903755891318083	CD59	0.9401497264690778
