category	term	number_of_genes	number_of_genes_in_background	ncbiTaxonId	inputGenes	preferredNames	p_value	fdr	description	-log10(fdr)	Enrichment	GO_score
Process	GO:1903901	15	86	9606	OAS3,EIF2AK2,TRIM21,OASL,PML,TRIM25,PARP10,OAS2,MPHOSPH8,IFI16,IFIT5,IFIT1,ISG15,MX1,IFITM3	OAS3,EIF2AK2,TRIM21,OASL,PML,TRIM25,PARP10,OAS2,MPHOSPH8,IFI16,IFIT5,IFIT1,ISG15,MX1,IFITM3	2e-18	2.33e-15	Negative regulation of viral life cycle	14.63264407897398	1.5515847365932935	22.70378720893826
Process	GO:0051707	36	1256	9606	OAS3,EIF2AK2,NMI,TRIM21,OASL,SAMHD1,IFIH1,HERC5,PML,DTX3L,ERAP1,F2,STAT2,TRIM25,MX2,OAS2,SP100,JAK1,STAT1,XAF1,IFI16,GBP1,IFIT5,IFIT1,IFIT3,PSMB8,HLA-C,ISG15,DDX58,IRF7,MX1,IFITM3,IFI35,CALCOCO2,HLA-B,PARP14	OAS3,EIF2AK2,NMI,TRIM21,OASL,SAMHD1,IFIH1,HERC5,PML,DTX3L,ERAP1,F2,STAT2,TRIM25,MX2,OAS2,SP100,JAK1,STAT1,XAF1,IFI16,GBP1,IFIT5,IFIT1,IFIT3,PSMB8,HLA-C,ISG15,DDX58,IRF7,MX1,IFITM3,IFI35,CALCOCO2,HLA-B,PARP14	2.56e-18	2.74e-15	Response to other organism	14.562249437179611	0.7673047901472899	11.173683748467592
Process	GO:0019221	28	678	9606	PSME2,PSMD10,OAS3,NMI,TRIM21,OASL,SAMHD1,PML,STAT2,TRIM25,MX2,OAS2,SP100,JAK1,STAT1,XAF1,GBP1,IFIT1,IFIT3,PSMB9,PSMB8,HLA-C,ISG15,IRF7,MX1,IFITM3,IFI35,HLA-B	PSME2,PSMD10,OAS3,NMI,TRIM21,OASL,SAMHD1,PML,STAT2,TRIM25,MX2,OAS2,SP100,JAK1,STAT1,XAF1,GBP1,IFIT1,IFIT3,PSMB9,PSMB8,HLA-C,ISG15,IRF7,MX1,IFITM3,IFI35,HLA-B	4.98e-18	4.57e-15	Cytokine-mediated signaling pathway	14.34008379993015	0.9259202662563358	13.277774210169493
Process	GO:0060333	14	70	9606	OAS3,NMI,TRIM21,OASL,PML,TRIM25,OAS2,SP100,JAK1,STAT1,GBP1,HLA-C,IRF7,HLA-B	OAS3,NMI,TRIM21,OASL,PML,TRIM25,OAS2,SP100,JAK1,STAT1,GBP1,HLA-C,IRF7,HLA-B	5.3e-18	4.57e-15	Interferon-gamma-mediated signaling pathway	14.34008379993015	1.6110219244451611	23.10218940006835
Process	GO:0044419	42	1899	9606	OAS3,EIF2AK2,NMI,NECTIN2,TRIM21,OASL,SP110,SAMHD1,IFIH1,HERC5,PML,DTX3L,ERAP1,F2,STAT2,TRIM25,MX2,OAS2,SP100,JAK1,DNAJB12,TAP1,STAT1,XAF1,IFI16,GBP1,IFIT5,IFIT1,IFIT3,PSMB9,PSMB8,TAP2,HLA-C,ISG15,DDX58,IRF7,MX1,IFITM3,IFI35,CALCOCO2,HLA-B,PARP14	OAS3,EIF2AK2,NMI,PVRL2,TRIM21,OASL,SP110,SAMHD1,IFIH1,HERC5,PML,DTX3L,ERAP1,F2,STAT2,TRIM25,MX2,OAS2,SP100,JAK1,DNAJB12,TAP1,STAT1,XAF1,IFI16,GBP1,IFIT5,IFIT1,IFIT3,PSMB9,PSMB8,TAP2,HLA-C,ISG15,DDX58,IRF7,MX1,IFITM3,IFI35,CALCOCO2,HLA-B,PARP14	1.41e-17	1.06e-14	Interspecies interaction between organisms	13.97469413473523	0.6547162544420629	9.149459400867316
Process	GO:0050792	18	215	9606	OAS3,EIF2AK2,NECTIN2,TRIM21,OASL,PML,TRIM25,PARP10,OAS2,SP100,STAT1,MPHOSPH8,IFI16,IFIT5,IFIT1,ISG15,MX1,IFITM3	OAS3,EIF2AK2,PVRL2,TRIM21,OASL,PML,TRIM25,PARP10,OAS2,SP100,STAT1,MPHOSPH8,IFI16,IFIT5,IFIT1,ISG15,MX1,IFITM3	9.73e-17	6.94e-14	Regulation of viral process	13.158640529545146	1.2328259739688807	16.222313826942884
Process	GO:1903900	16	153	9606	OAS3,EIF2AK2,NECTIN2,TRIM21,OASL,PML,TRIM25,PARP10,OAS2,MPHOSPH8,IFI16,IFIT5,IFIT1,ISG15,MX1,IFITM3	OAS3,EIF2AK2,PVRL2,TRIM21,OASL,PML,TRIM25,PARP10,OAS2,MPHOSPH8,IFI16,IFIT5,IFIT1,ISG15,MX1,IFITM3	2.22e-16	1.5e-13	Regulation of viral life cycle	12.823908740944319	1.329420480619506	17.04836692180688
Process	GO:0002376	45	2481	9606	PSME2,PSMD10,OAS3,EIF2AK2,NMI,TRIM21,OASL,SAMHD1,IFIH1,HERC5,PML,LPCAT1,DTX3L,ERAP1,FABP5,F2,STAT2,TRIM25,MX2,OAS2,SP100,JAK1,TAP1,STAT1,XAF1,QSOX1,IFI16,GBP1,IFIT5,IFIT1,IFIT3,PSMB9,PSMB8,TAP2,HLA-C,ISG15,DDX58,IRF7,MX1,IFITM3,IFI35,CALCOCO2,HLA-B,TAPBP,PARP14	PSME2,PSMD10,OAS3,EIF2AK2,NMI,TRIM21,OASL,SAMHD1,IFIH1,HERC5,PML,LPCAT1,DTX3L,ERAP1,FABP5,F2,STAT2,TRIM25,MX2,OAS2,SP100,JAK1,TAP1,STAT1,XAF1,QSOX1,IFI16,GBP1,IFIT5,IFIT1,IFIT3,PSMB9,PSMB8,TAP2,HLA-C,ISG15,DDX58,IRF7,MX1,IFITM3,IFI35,CALCOCO2,HLA-B,TAPBP,PARP14	9.4e-16	5.75e-13	Immune system process	12.24033215531037	0.5685776782843146	6.95957963829521
Process	GO:0045071	12	61	9606	OAS3,EIF2AK2,OASL,PARP10,OAS2,MPHOSPH8,IFI16,IFIT5,IFIT1,ISG15,MX1,IFITM3	OAS3,EIF2AK2,OASL,PARP10,OAS2,MPHOSPH8,IFI16,IFIT5,IFIT1,ISG15,MX1,IFITM3	1.68e-15	9.8e-13	Negative regulation of viral genome replication	12.008773924307505	1.6038433398180378	19.260192077881115
Process	GO:0034097	31	1101	9606	PSME2,PSMD10,OAS3,EIF2AK2,NMI,TRIM21,OASL,SAMHD1,PML,STAT2,TRIM25,MX2,OAS2,SP100,JAK1,STAT1,XAF1,IFI16,GBP1,IFIT1,IFIT3,PSMB9,PSMB8,HLA-C,ISG15,IRF7,MX1,IFITM3,IFI35,CALCOCO2,HLA-B	PSME2,PSMD10,OAS3,EIF2AK2,NMI,TRIM21,OASL,SAMHD1,PML,STAT2,TRIM25,MX2,OAS2,SP100,JAK1,STAT1,XAF1,IFI16,GBP1,IFIT1,IFIT3,PSMB9,PSMB8,HLA-C,ISG15,IRF7,MX1,IFITM3,IFI35,CALCOCO2,HLA-B	1.86e-15	1.04e-12	Response to cytokine	11.98296666070122	0.7595663036437008	9.101857693154527
Process	GO:0034341	16	182	9606	OAS3,NMI,TRIM21,OASL,PML,TRIM25,OAS2,SP100,JAK1,STAT1,GBP1,HLA-C,IRF7,IFITM3,CALCOCO2,HLA-B	OAS3,NMI,TRIM21,OASL,PML,TRIM25,OAS2,SP100,JAK1,STAT1,GBP1,HLA-C,IRF7,IFITM3,CALCOCO2,HLA-B	2.79e-15	1.49e-12	Response to interferon-gamma	11.826813731587727	1.25404052345203	14.83130368272993
Process	GO:0002252	29	969	9606	OAS3,EIF2AK2,OASL,SAMHD1,IFIH1,HERC5,PML,LPCAT1,DTX3L,FABP5,F2,STAT2,TRIM25,MX2,OAS2,STAT1,QSOX1,IFI16,GBP1,IFIT5,IFIT1,IFIT3,HLA-C,ISG15,DDX58,IRF7,MX1,IFITM3,HLA-B	OAS3,EIF2AK2,OASL,SAMHD1,IFIH1,HERC5,PML,LPCAT1,DTX3L,FABP5,F2,STAT2,TRIM25,MX2,OAS2,STAT1,QSOX1,IFI16,GBP1,IFIT5,IFIT1,IFIT3,HLA-C,ISG15,DDX58,IRF7,MX1,IFITM3,HLA-B	4.16e-15	2.14e-12	Immune effector process	11.669586226650809	0.7860661496293707	9.17306671295134
Process	GO:0071345	29	1013	9606	PSME2,PSMD10,OAS3,NMI,TRIM21,OASL,SAMHD1,PML,STAT2,TRIM25,MX2,OAS2,SP100,JAK1,STAT1,XAF1,IFI16,GBP1,IFIT1,IFIT3,PSMB9,PSMB8,HLA-C,ISG15,IRF7,MX1,IFITM3,IFI35,HLA-B	PSME2,PSMD10,OAS3,NMI,TRIM21,OASL,SAMHD1,PML,STAT2,TRIM25,MX2,OAS2,SP100,JAK1,STAT1,XAF1,IFI16,GBP1,IFIT1,IFIT3,PSMB9,PSMB8,HLA-C,ISG15,IRF7,MX1,IFITM3,IFI35,HLA-B	1.27e-14	6.25e-12	Cellular response to cytokine stimulus	11.204119982655925	0.7667804813198557	8.591100513066323
Process	GO:0006950	50	3485	9606	PCK2,PSME2,PSMD10,OAS3,EIF2AK2,NMI,APOL2,TRIM21,OASL,LGALS3BP,SAMHD1,IFIH1,HERC5,PML,NSMCE2,DTX3L,F2,STAT2,OS9,HBA1,TRIM25,PARP10,EHD3,MX2,OAS2,SP100,JAK1,DNAJB12,TAP1,STAT1,XAF1,SLC30A1,IFI16,GBP1,IFIT5,IFIT1,IFIT3,PSMB9,PSMB8,HLA-C,ISG15,DDX58,DNAJA4,IRF7,MX1,IFITM3,IFI35,CALCOCO2,HLA-B,PARP14	PCK2,PSME2,PSMD10,OAS3,EIF2AK2,NMI,APOL2,TRIM21,OASL,LGALS3BP,SAMHD1,IFIH1,HERC5,PML,NSMCE2,DTX3L,F2,STAT2,OS9,HBA1,TRIM25,PARP10,EHD3,MX2,OAS2,SP100,JAK1,DNAJB12,TAP1,STAT1,XAF1,SLC30A1,IFI16,GBP1,IFIT5,IFIT1,IFIT3,PSMB9,PSMB8,HLA-C,ISG15,DDX58,DNAJA4,IRF7,MX1,IFITM3,IFI35,CALCOCO2,HLA-B,PARP14	1.06e-13	5.03e-11	Response to stress	10.298432014944073	0.46675915068317053	4.806887380663668
Process	GO:0002831	19	406	9606	PSME2,PSMD10,NMI,NECTIN2,SAMHD1,HERC5,PML,DTX3L,ERAP1,JAK1,STAT1,IFI16,IFIT1,PSMB9,PSMB8,DDX58,IRF7,HLA-B,PARP14	PSME2,PSMD10,NMI,PVRL2,SAMHD1,HERC5,PML,DTX3L,ERAP1,JAK1,STAT1,IFI16,IFIT1,PSMB9,PSMB8,DDX58,IRF7,HLA-B,PARP14	2.78e-13	1.23e-10	Regulation of response to biotic stimulus	9.910094888560602	0.9802194961568148	9.714068218531098
Process	GO:0009605	39	2310	9606	PCK2,OAS3,EIF2AK2,NMI,TRIM21,OASL,SAMHD1,IFIH1,HERC5,PML,DTX3L,ERAP1,F2,STAT2,TRIM25,MX2,OAS2,SP100,JAK1,STAT1,XAF1,IFI16,GBP1,IFIT5,IFIT1,IFIT3,EPHB2,PSMB8,HLA-C,AGRN,ISG15,DDX58,IRF7,MX1,IFITM3,IFI35,CALCOCO2,HLA-B,PARP14	PCK2,OAS3,EIF2AK2,NMI,TRIM21,OASL,SAMHD1,IFIH1,HERC5,PML,DTX3L,ERAP1,F2,STAT2,TRIM25,MX2,OAS2,SP100,JAK1,STAT1,XAF1,IFI16,GBP1,IFIT5,IFIT1,IFIT3,EPHB2,PSMB8,HLA-C,AGRN,ISG15,DDX58,IRF7,MX1,IFITM3,IFI35,CALCOCO2,HLA-B,PARP14	1.96e-12	8.14e-10	Response to external stimulus	9.089375595110798	0.5374445559155349	4.885035430263823
Process	GO:0016032	23	776	9606	EIF2AK2,NECTIN2,SP110,SAMHD1,IFIH1,PML,DTX3L,STAT2,TRIM25,SP100,DNAJB12,TAP1,STAT1,IFIT1,PSMB9,PSMB8,TAP2,HLA-C,ISG15,DDX58,IRF7,CALCOCO2,HLA-B	EIF2AK2,PVRL2,SP110,SAMHD1,IFIH1,PML,DTX3L,STAT2,TRIM25,SP100,DNAJB12,TAP1,STAT1,IFIT1,PSMB9,PSMB8,TAP2,HLA-C,ISG15,DDX58,IRF7,CALCOCO2,HLA-B	6.06e-12	2.43e-09	Viral process	8.614393726401687	0.7818580435405844	6.7352330252127075
Process	GO:0044403	24	865	9606	EIF2AK2,NECTIN2,SP110,SAMHD1,IFIH1,PML,DTX3L,F2,STAT2,TRIM25,SP100,DNAJB12,TAP1,STAT1,IFIT1,PSMB9,PSMB8,TAP2,HLA-C,ISG15,DDX58,IRF7,CALCOCO2,HLA-B	EIF2AK2,PVRL2,SP110,SAMHD1,IFIH1,PML,DTX3L,F2,STAT2,TRIM25,SP100,DNAJB12,TAP1,STAT1,IFIT1,PSMB9,PSMB8,TAP2,HLA-C,ISG15,DDX58,IRF7,CALCOCO2,HLA-B	7.43e-12	2.89e-09	Symbiotic process	8.539102157243452	0.7531870630279718	6.431541274710013
Process	GO:0071310	37	2369	9606	PCK2,PSME2,PSMD10,OAS3,EIF2AK2,NMI,TRIM21,OASL,SAMHD1,IFIH1,PML,STAT2,TRIM25,MX2,OAS2,SP100,JAK1,DNAJB12,GRAMD1C,STAT1,XAF1,COL6A1,IFI16,GBP1,IFIT1,IFIT3,PSMB9,PSMB8,HLA-C,ISG15,DDX58,IRF7,MX1,IFITM3,IFI35,HLA-B,NR2C2	PCK2,PSME2,PSMD10,OAS3,EIF2AK2,NMI,TRIM21,OASL,SAMHD1,IFIH1,PML,STAT2,TRIM25,MX2,OAS2,SP100,JAK1,DNAJB12,GRAMD1C,STAT1,XAF1,COL6A1,IFI16,GBP1,IFIT1,IFIT3,PSMB9,PSMB8,HLA-C,ISG15,DDX58,IRF7,MX1,IFITM3,IFI35,HLA-B,NR2C2	9.12e-11	3.45e-08	Cellular response to organic substance	7.462180904926726	0.5036285921254099	3.758167663333364
Process	GO:0019885	6	10	9606	ERAP1,TAP1,TAP2,HLA-C,HLA-B,TAPBP	ERAP1,TAP1,TAP2,HLA-C,HLA-B,TAPBP	1.01e-10	3.7e-08	Antigen processing and presentation of endogenous peptide antigen via mhc class i	7.431798275933005	2.0881431791648235	15.5186588788184
Process	GO:0002474	10	96	9606	PSME2,PSMD10,ERAP1,TAP1,PSMB9,PSMB8,TAP2,HLA-C,HLA-B,TAPBP	PSME2,PSMD10,ERAP1,TAP1,PSMB9,PSMB8,TAP2,HLA-C,HLA-B,TAPBP	1.27e-10	4.53e-08	Antigen processing and presentation of peptide antigen via mhc class i	7.343901797987168	1.3277206957416117	9.750650404681595
Process	GO:0031347	20	674	9606	PSME2,PSMD10,NMI,NECTIN2,SAMHD1,HERC5,PML,DTX3L,ERAP1,F2,JAK1,STAT1,IFI16,IFIT1,PSMB9,PSMB8,DDX58,IRF7,HLA-B,PARP14	PSME2,PSMD10,NMI,PVRL2,SAMHD1,HERC5,PML,DTX3L,ERAP1,F2,JAK1,STAT1,IFI16,IFIT1,PSMB9,PSMB8,DDX58,IRF7,HLA-B,PARP14	1.77e-10	6.15e-08	Regulation of defense response	7.211124884224583	0.7823620279098413	5.641710287933065
Process	GO:0002479	9	75	9606	PSME2,PSMD10,TAP1,PSMB9,PSMB8,TAP2,HLA-C,HLA-B,TAPBP	PSME2,PSMD10,TAP1,PSMB9,PSMB8,TAP2,HLA-C,HLA-B,TAPBP	3.53e-10	1.19e-07	Antigen processing and presentation of exogenous peptide antigen via mhc class i, tap-dependent	6.924453038607469	1.3891731748288048	9.619264411595301
Process	GO:0045088	14	301	9606	PSME2,PSMD10,NMI,NECTIN2,SAMHD1,ERAP1,JAK1,STAT1,IFI16,PSMB9,PSMB8,IRF7,HLA-B,PARP14	PSME2,PSMD10,NMI,PVRL2,SAMHD1,ERAP1,JAK1,STAT1,IFI16,PSMB9,PSMB8,IRF7,HLA-B,PARP14	5.35e-10	1.76e-07	Regulation of innate immune response	6.7544873321858505	0.9775534688655746	6.602872521986859
Process	GO:0010033	40	3011	9606	PCK2,PSME2,PSMD10,OAS3,EIF2AK2,NMI,TRIM21,OASL,SAMHD1,IFIH1,PML,STAT2,OS9,TRIM25,MX2,OAS2,SP100,JAK1,DNAJB12,GRAMD1C,STAT1,XAF1,COL6A1,IFI16,GBP1,IFIT1,IFIT3,PSMB9,PSMB8,HLA-C,AGRN,ISG15,DDX58,IRF7,MX1,IFITM3,IFI35,CALCOCO2,HLA-B,NR2C2	PCK2,PSME2,PSMD10,OAS3,EIF2AK2,NMI,TRIM21,OASL,SAMHD1,IFIH1,PML,STAT2,OS9,TRIM25,MX2,OAS2,SP100,JAK1,DNAJB12,GRAMD1C,STAT1,XAF1,COL6A1,IFI16,GBP1,IFIT1,IFIT3,PSMB9,PSMB8,HLA-C,AGRN,ISG15,DDX58,IRF7,MX1,IFITM3,IFI35,CALCOCO2,HLA-B,NR2C2	1.42e-09	4.46e-07	Response to organic substance	6.350665141287858	0.43334116459638305	2.752004628287334
Process	GO:0032479	10	130	9606	NMI,TRIM21,IFIH1,HERC5,TRIM25,STAT1,IFI16,ISG15,DDX58,IRF7	NMI,TRIM21,IFIH1,HERC5,TRIM25,STAT1,IFI16,ISG15,DDX58,IRF7	1.99e-09	5.94e-07	Regulation of type i interferon production	6.2262135550188065	1.1960485764743432	7.446853859305503
Process	GO:0070887	39	2919	9606	PCK2,PSME2,PSMD10,OAS3,EIF2AK2,NMI,TRIM21,OASL,SAMHD1,IFIH1,PML,STAT2,HBA1,TRIM25,MX2,OAS2,SP100,JAK1,DNAJB12,GRAMD1C,STAT1,XAF1,COL6A1,IFI16,GBP1,IFIT1,IFIT3,PSMB9,PSMB8,HLA-C,AGRN,ISG15,DDX58,IRF7,MX1,IFITM3,IFI35,HLA-B,NR2C2	PCK2,PSME2,PSMD10,OAS3,EIF2AK2,NMI,TRIM21,OASL,SAMHD1,IFIH1,PML,STAT2,HBA1,TRIM25,MX2,OAS2,SP100,JAK1,DNAJB12,GRAMD1C,STAT1,XAF1,COL6A1,IFI16,GBP1,IFIT1,IFIT3,PSMB9,PSMB8,HLA-C,AGRN,ISG15,DDX58,IRF7,MX1,IFITM3,IFI35,HLA-B,NR2C2	2.19e-09	6.4e-07	Cellular response to chemical stimulus	6.1938200260161125	0.4358224408196649	2.6994057617360627
Process	GO:0007166	33	2325	9606	PSME2,PSMD10,OAS3,NMI,TRIM21,OASL,SAMHD1,PML,DTX3L,F2,STAT2,TRIM25,MX2,OAS2,SP100,JAK1,STAT1,XAF1,DDR2,MLLT11,GBP1,IFIT1,IFIT3,EPHB2,PSMB9,PSMB8,HLA-C,ISG15,IRF7,MX1,IFITM3,IFI35,HLA-B	PSME2,PSMD10,OAS3,NMI,TRIM21,OASL,SAMHD1,PML,DTX3L,F2,STAT2,TRIM25,MX2,OAS2,SP100,JAK1,STAT1,XAF1,DDR2,MLLT11,GBP1,IFIT1,IFIT3,EPHB2,PSMB9,PSMB8,HLA-C,ISG15,IRF7,MX1,IFITM3,IFI35,HLA-B	1.58e-08	4.41e-06	Cell surface receptor signaling pathway	5.355561410532162	0.46208291143309477	2.474713408937433
Process	GO:0032101	21	1013	9606	PSME2,PSMD10,NMI,NECTIN2,SAMHD1,HERC5,PML,DTX3L,ERAP1,F2,JAK1,STAT1,IFI16,IFIT1,EPHB2,PSMB9,PSMB8,DDX58,IRF7,HLA-B,PARP14	PSME2,PSMD10,NMI,PVRL2,SAMHD1,HERC5,PML,DTX3L,ERAP1,F2,JAK1,STAT1,IFI16,IFIT1,EPHB2,PSMB9,PSMB8,DDX58,IRF7,HLA-B,PARP14	2.98e-08	8.15e-06	Regulation of response to external stimulus	5.088842391260023	0.6266017781548189	3.188677691113151
Process	GO:0050896	66	8046	9606	PCK2,PSME2,PSMD10,OAS3,EIF2AK2,NMI,APOL2,TRIM21,OASL,LGALS3BP,SAMHD1,IFIH1,HERC5,PML,LPCAT1,NSMCE2,OGFR,DTX3L,ERAP1,FABP5,F2,STAT2,OS9,HBA1,TRIM25,PARP10,EHD3,MX2,OAS2,SP100,JAK1,DNAJB12,TAP1,GRAMD1C,STAT1,XAF1,COL6A1,CENPF,SLC30A1,QSOX1,DDR2,IFI16,MLLT11,GBP1,IFIT5,IFIT1,IFIT3,EPHB2,PSMB9,PSMB8,TAP2,HLA-C,AGRN,ISG15,DDX58,GPR155,DNAJA4,IRF7,MX1,IFITM3,IFI35,CALCOCO2,HLA-B,TAPBP,PARP14,NR2C2	PCK2,PSME2,PSMD10,OAS3,EIF2AK2,NMI,APOL2,TRIM21,OASL,LGALS3BP,SAMHD1,IFIH1,HERC5,PML,LPCAT1,NSMCE2,OGFR,DTX3L,ERAP1,FABP5,F2,STAT2,OS9,HBA1,TRIM25,PARP10,EHD3,MX2,OAS2,SP100,JAK1,DNAJB12,TAP1,GRAMD1C,STAT1,XAF1,COL6A1,CENPF,SLC30A1,QSOX1,DDR2,IFI16,MLLT11,GBP1,IFIT5,IFIT1,IFIT3,EPHB2,PSMB9,PSMB8,TAP2,HLA-C,AGRN,ISG15,DDX58,GPR155,DNAJA4,IRF7,MX1,IFITM3,IFI35,CALCOCO2,HLA-B,TAPBP,PARP14,NR2C2	1.55e-07	4.05e-05	Response to stimulus	4.392544976785332	0.2239558360878061	0.9837360828292517
Process	GO:0032480	6	45	9606	NMI,IFIH1,HERC5,TRIM25,ISG15,DDX58	NMI,IFIH1,HERC5,TRIM25,ISG15,DDX58	1.97e-07	5.07e-05	Negative regulation of type i interferon production	4.294992040666664	1.43493066538948	6.163015786756337
Process	GO:0048519	51	5389	9606	PSME2,PSMD10,OAS3,EIF2AK2,NMI,TRIM21,PHC2,OASL,SAMHD1,IFIH1,HERC5,PML,LPCAT1,DTX3L,FABP5,COX11,F2,OS9,TRIM25,PARP10,LIMS2,OAS2,SP100,WARS,STAT1,MPHOSPH8,CENPF,SLC30A1,QSOX1,IFI16,GBP1,IFIT5,IFIT1,IFIT3,EPHB2,PSMB9,PSMB8,SKIV2L,CCDC22,DNAJC1,ISG15,DDX58,DNAJA4,IRF7,SERPINB7,MX1,IFITM3,HLA-B,HELZ2,PARP14,NR2C2	PSME2,PSMD10,OAS3,EIF2AK2,NMI,TRIM21,PHC2,OASL,SAMHD1,IFIH1,HERC5,PML,LPCAT1,DTX3L,FABP5,COX11,F2,OS9,TRIM25,PARP10,LIMS2,OAS2,SP100,WARS,STAT1,MPHOSPH8,CENPF,SLC30A1,QSOX1,IFI16,GBP1,IFIT5,IFIT1,IFIT3,EPHB2,PSMB9,PSMB8,SKIV2L,CCDC22,DNAJC1,ISG15,DDX58,DNAJA4,IRF7,SERPINB7,MX1,IFITM3,HLA-B,HELZ2,PARP14,NR2C2	2.8e-07	6.92e-05	Negative regulation of biological process	4.1598939055432425	0.2860539212830909	1.189953963802276
Process	GO:0002682	24	1514	9606	PSME2,PSMD10,EIF2AK2,NMI,NECTIN2,SAMHD1,HERC5,PML,DTX3L,ERAP1,F2,JAK1,STAT1,IFI16,GBP1,IFIT1,PSMB9,PSMB8,HLA-C,ISG15,DDX58,IRF7,HLA-B,PARP14	PSME2,PSMD10,EIF2AK2,NMI,PVRL2,SAMHD1,HERC5,PML,DTX3L,ERAP1,F2,JAK1,STAT1,IFI16,GBP1,IFIT1,PSMB9,PSMB8,HLA-C,ISG15,DDX58,IRF7,HLA-B,PARP14	3.69e-07	8.78e-05	Regulation of immune system process	4.056505484093897	0.510077295328732	2.069131345812784
Process	GO:0042221	44	4333	9606	PCK2,PSME2,PSMD10,OAS3,EIF2AK2,NMI,TRIM21,OASL,SAMHD1,IFIH1,PML,STAT2,OS9,HBA1,TRIM25,MX2,OAS2,SP100,JAK1,DNAJB12,GRAMD1C,STAT1,XAF1,COL6A1,CENPF,SLC30A1,IFI16,GBP1,IFIT1,IFIT3,EPHB2,PSMB9,PSMB8,HLA-C,AGRN,ISG15,DDX58,IRF7,MX1,IFITM3,IFI35,CALCOCO2,HLA-B,NR2C2	PCK2,PSME2,PSMD10,OAS3,EIF2AK2,NMI,TRIM21,OASL,SAMHD1,IFIH1,PML,STAT2,OS9,HBA1,TRIM25,MX2,OAS2,SP100,JAK1,DNAJB12,GRAMD1C,STAT1,XAF1,COL6A1,CENPF,SLC30A1,IFI16,GBP1,IFIT1,IFIT3,EPHB2,PSMB9,PSMB8,HLA-C,AGRN,ISG15,DDX58,IRF7,MX1,IFITM3,IFI35,CALCOCO2,HLA-B,NR2C2	5.24e-07	0.00012	Response to chemical	3.9208187539523753	0.31665591623299255	1.2415504549162897
Process	GO:0050776	18	896	9606	PSME2,PSMD10,NMI,NECTIN2,SAMHD1,ERAP1,F2,JAK1,STAT1,IFI16,GBP1,PSMB9,PSMB8,HLA-C,DDX58,IRF7,HLA-B,PARP14	PSME2,PSMD10,NMI,PVRL2,SAMHD1,ERAP1,F2,JAK1,STAT1,IFI16,GBP1,PSMB9,PSMB8,HLA-C,DDX58,IRF7,HLA-B,PARP14	5.32e-07	0.00012	Regulation of immune response	3.9208187539523753	0.6129564242223609	2.4032910434466204
Process	GO:0080134	23	1437	9606	PSME2,PSMD10,EIF2AK2,NMI,NECTIN2,SAMHD1,HERC5,PML,DTX3L,ERAP1,F2,OS9,JAK1,STAT1,IFI16,IFIT1,EPHB2,PSMB9,PSMB8,DDX58,IRF7,HLA-B,PARP14	PSME2,PSMD10,EIF2AK2,NMI,PVRL2,SAMHD1,HERC5,PML,DTX3L,ERAP1,F2,OS9,JAK1,STAT1,IFI16,IFIT1,EPHB2,PSMB9,PSMB8,DDX58,IRF7,HLA-B,PARP14	5.81e-07	0.00013	Regulation of response to stress	3.886056647693163	0.5142629966645472	1.9984551368508707
Process	GO:0001817	16	742	9606	EIF2AK2,NMI,TRIM21,IFIH1,HERC5,PML,F2,TRIM25,STAT1,IFI16,GBP1,ISG15,DDX58,IRF7,SERPINB7,HLA-B	EIF2AK2,NMI,TRIM21,IFIH1,HERC5,PML,F2,TRIM25,STAT1,IFI16,GBP1,ISG15,DDX58,IRF7,SERPINB7,HLA-B	1.01e-06	0.00022	Regulation of cytokine production	3.657577319177794	0.6437080061580777	2.3544118034969443
Process	GO:0032647	5	32	9606	NMI,IFIH1,STAT1,DDX58,IRF7	NMI,IFIH1,STAT1,DDX58,IRF7	1.07e-06	0.00023	Regulation of interferon-alpha production	3.638272163982407	1.5038119547972928	5.47127717500296
Process	GO:0051239	36	3227	9606	PSME2,PSMD10,EIF2AK2,NMI,TRIM21,IFIH1,HERC5,PML,ERAP1,FABP5,F2,WASHC5,TRIM25,LIMS2,EHD3,OAS2,SP100,JAK1,WARS,STAT1,CENPF,DDR2,IFI16,GBP1,EPHB2,PSMB9,PSMB8,ECE1,AGRN,ISG15,DDX58,DNAJA4,IRF7,SERPINB7,HLA-B,NR2C2	PSME2,PSMD10,EIF2AK2,NMI,TRIM21,IFIH1,HERC5,PML,ERAP1,FABP5,F2,KIAA0196,TRIM25,LIMS2,EHD3,OAS2,SP100,JAK1,WARS,STAT1,CENPF,DDR2,IFI16,GBP1,EPHB2,PSMB9,PSMB8,ECE1,AGRN,ISG15,DDX58,DNAJA4,IRF7,SERPINB7,HLA-B,NR2C2	1.2e-06	0.00025	Regulation of multicellular organismal process	3.6020599913279625	0.35749546414456224	1.2877201084763479
