category	term	number_of_genes	number_of_genes_in_background	ncbiTaxonId	inputGenes	preferredNames	p_value	fdr	description
Process	GO:0032269	11	1043	9606	TRIM21,DTX3L,F2,OS9,PARP10,IFI16,GBP1,EPHB2,ISG15,SERPINB7,PARP14	TRIM21,DTX3L,F2,OS9,PARP10,IFI16,GBP1,EPHB2,ISG15,SERPINB7,PARP14	0.00012	0.0186	Negative regulation of cellular protein metabolic process
Process	GO:0002230	3	32	9606	DTX3L,STAT1,DDX58	DTX3L,STAT1,DDX58	0.00012	0.019	Positive regulation of defense response to virus by host
Process	GO:1903321	4	88	9606	TRIM21,DTX3L,PARP10,ISG15	TRIM21,DTX3L,PARP10,ISG15	0.00012	0.019	Negative regulation of protein modification by small protein conjugation or removal
Process	GO:0060759	5	175	9606	IFIH1,STAT1,DDX58,IRF7,PARP14	IFIH1,STAT1,DDX58,IRF7,PARP14	0.00014	0.0204	Regulation of response to cytokine stimulus
Process	GO:0032728	3	34	9606	IFIH1,DDX58,IRF7	IFIH1,DDX58,IRF7	0.00014	0.0214	Positive regulation of interferon-beta production
Process	GO:0007259	3	38	9606	NMI,STAT2,STAT1	NMI,STAT2,STAT1	0.0002	0.0282	Receptor signaling pathway via jak-stat
Process	GO:0009597	2	6	9606	IFIH1,DDX58	IFIH1,DDX58	0.00021	0.0288	Detection of virus
Process	GO:0032020	2	6	9606	HERC5,ISG15	HERC5,ISG15	0.00021	0.0288	ISG15-protein conjugation
Process	GO:1990668	2	6	9606	TAP1,TAP2	TAP1,TAP2	0.00021	0.0288	Vesicle fusion with endoplasmic reticulum-golgi intermediate compartment (ergic) membrane
Process	GO:0016185	2	7	9606	MX2,MX1	MX2,MX1	0.00026	0.035	Synaptic vesicle budding from presynaptic endocytic zone membrane
Process	GO:0031323	30	6239	9606	OAS3,NMI,TRIM21,OASL,SP110,HERC5,NSMCE2,DTX3L,F2,STAT2,OS9,BBX,PARP10,OAS2,STAT1,QSOX1,IFI16,MLLT11,GBP1,EPHB2,PSMB9,PSMB8,ISG15,DDX58,IRF7,SERPINB7,SP140L,CALCOCO2,HELZ2,PARP14	OAS3,NMI,TRIM21,OASL,SP110,HERC5,NSMCE2,DTX3L,F2,STAT2,OS9,BBX,PARP10,OAS2,STAT1,QSOX1,IFI16,MLLT11,GBP1,EPHB2,PSMB9,PSMB8,ISG15,DDX58,IRF7,SERPINB7,SP140L,CALCOCO2,HELZ2,PARP14	0.00028	0.0365	Regulation of cellular metabolic process
Process	GO:0019222	32	6948	9606	OAS3,NMI,TRIM21,OASL,SP110,IFIH1,HERC5,NSMCE2,DTX3L,F2,STAT2,OS9,BBX,PARP10,OAS2,STAT1,QSOX1,IFI16,MLLT11,GBP1,EPHB2,PSMB9,PSMB8,ISG15,DDX58,DNAJA4,IRF7,SERPINB7,SP140L,CALCOCO2,HELZ2,PARP14	OAS3,NMI,TRIM21,OASL,SP110,IFIH1,HERC5,NSMCE2,DTX3L,F2,STAT2,OS9,BBX,PARP10,OAS2,STAT1,QSOX1,IFI16,MLLT11,GBP1,EPHB2,PSMB9,PSMB8,ISG15,DDX58,DNAJA4,IRF7,SERPINB7,SP140L,CALCOCO2,HELZ2,PARP14	0.00032	0.0416	Regulation of metabolic process
Process	GO:0046719	2	8	9606	STAT1,IFIT1	STAT1,IFIT1	0.00033	0.042	Regulation by virus of viral protein levels in host cell
Process	GO:0070212	2	8	9606	PARP10,PARP14	PARP10,PARP14	0.00033	0.042	Protein poly-adp-ribosylation
Process	GO:0098884	2	8	9606	MX2,MX1	MX2,MX1	0.00033	0.042	Postsynaptic neurotransmitter receptor internalization
Component	GO:0005829	36	5193	9606	LAP3,OAS3,NMI,TRIM21,OASL,IFIH1,HERC5,DTX3L,STAT2,BBX,HBA1,PARP10,LIMS2,EHD3,MX2,OAS2,STAT1,XAF1,IFI16,MLLT11,GBP1,IFIT5,IFIT1,IFIT3,EPHB2,PSMB9,PSMB8,ISG15,DDX58,SAMD9,DNAJA4,IRF7,MX1,IFI35,CALCOCO2,PARP14	LAP3,OAS3,NMI,TRIM21,OASL,IFIH1,HERC5,DTX3L,STAT2,BBX,HBA1,PARP10,LIMS2,EHD3,MX2,OAS2,STAT1,XAF1,IFI16,MLLT11,GBP1,IFIT5,IFIT1,IFIT3,EPHB2,PSMB9,PSMB8,ISG15,DDX58,SAMD9,DNAJA4,IRF7,MX1,IFI35,CALCOCO2,PARP14	8.84e-10	1.5e-06	Cytosol
Component	GO:0005737	48	11428	9606	LAP3,OAS3,NMI,TRIM21,OASL,LGALS3BP,IFIH1,HERC5,DTX3L,F2,STAT2,OS9,BBX,SLC25A22,HBA1,PARP10,LIMS2,EHD3,MX2,OAS2,TAP1,STAT1,XAF1,QSOX1,IFI16,MLLT11,GBP1,IFIT5,IFIT1,IFIT3,EPHB2,PSMB9,PSMB8,TAP2,HLA-C,ISG15,DDX58,SAMD9,DNAJA4,IRF7,SERPINB7,MX1,IFITM3,CRELD2,IFI35,CALCOCO2,HELZ2,PARP14	LAP3,OAS3,NMI,TRIM21,OASL,LGALS3BP,IFIH1,HERC5,DTX3L,F2,STAT2,OS9,BBX,SLC25A22,HBA1,PARP10,LIMS2,EHD3,MX2,OAS2,TAP1,STAT1,XAF1,QSOX1,IFI16,MLLT11,GBP1,IFIT5,IFIT1,IFIT3,EPHB2,PSMB9,PSMB8,TAP2,HLA-C,ISG15,DDX58,SAMD9,DNAJA4,IRF7,SERPINB7,MX1,IFITM3,CRELD2,IFI35,CALCOCO2,HELZ2,PARP14	1.02e-06	0.00087	Cytoplasm
Component	GO:0005622	52	14276	9606	LAP3,OAS3,NMI,TRIM21,OASL,SP110,LGALS3BP,IFIH1,HERC5,NSMCE2,ANO10,DTX3L,F2,STAT2,OS9,BBX,SLC25A22,HBA1,PARP10,LIMS2,EHD3,MX2,OAS2,TAP1,STAT1,XAF1,QSOX1,IFI16,MLLT11,GBP1,IFIT5,IFIT1,IFIT3,EPHB2,PSMB9,PSMB8,TAP2,HLA-C,ISG15,DDX58,SAMD9,DNAJA4,IRF7,SERPINB7,MX1,IFITM3,CRELD2,IFI35,SP140L,CALCOCO2,HELZ2,PARP14	LAP3,OAS3,NMI,TRIM21,OASL,SP110,LGALS3BP,IFIH1,HERC5,NSMCE2,ANO10,DTX3L,F2,STAT2,OS9,BBX,SLC25A22,HBA1,PARP10,LIMS2,EHD3,MX2,OAS2,TAP1,STAT1,XAF1,QSOX1,IFI16,MLLT11,GBP1,IFIT5,IFIT1,IFIT3,EPHB2,PSMB9,PSMB8,TAP2,HLA-C,ISG15,DDX58,SAMD9,DNAJA4,IRF7,SERPINB7,MX1,IFITM3,CRELD2,IFI35,SP140L,CALCOCO2,HELZ2,PARP14	9e-06	0.0051	Intracellular
Component	GO:0042825	2	2	9606	TAP1,TAP2	TAP1,TAP2	4.45e-05	0.0156	TAP complex
Component	GO:0043229	48	12528	9606	LAP3,OAS3,NMI,TRIM21,OASL,SP110,LGALS3BP,IFIH1,NSMCE2,ANO10,DTX3L,F2,STAT2,OS9,BBX,SLC25A22,HBA1,PARP10,LIMS2,EHD3,MX2,OAS2,TAP1,STAT1,XAF1,QSOX1,IFI16,MLLT11,GBP1,IFIT5,IFIT3,EPHB2,PSMB9,PSMB8,TAP2,HLA-C,ISG15,DDX58,SAMD9,IRF7,MX1,IFITM3,CRELD2,IFI35,SP140L,CALCOCO2,HELZ2,PARP14	LAP3,OAS3,NMI,TRIM21,OASL,SP110,LGALS3BP,IFIH1,NSMCE2,ANO10,DTX3L,F2,STAT2,OS9,BBX,SLC25A22,HBA1,PARP10,LIMS2,EHD3,MX2,OAS2,TAP1,STAT1,XAF1,QSOX1,IFI16,MLLT11,GBP1,IFIT5,IFIT3,EPHB2,PSMB9,PSMB8,TAP2,HLA-C,ISG15,DDX58,SAMD9,IRF7,MX1,IFITM3,CRELD2,IFI35,SP140L,CALCOCO2,HELZ2,PARP14	3.67e-05	0.0156	Intracellular organelle
Component	GO:0043231	44	10761	9606	LAP3,OAS3,NMI,TRIM21,OASL,SP110,IFIH1,NSMCE2,ANO10,DTX3L,F2,STAT2,OS9,BBX,SLC25A22,PARP10,LIMS2,EHD3,MX2,OAS2,TAP1,STAT1,XAF1,QSOX1,IFI16,MLLT11,GBP1,IFIT3,EPHB2,PSMB9,PSMB8,TAP2,HLA-C,ISG15,SAMD9,IRF7,MX1,IFITM3,CRELD2,IFI35,SP140L,CALCOCO2,HELZ2,PARP14	LAP3,OAS3,NMI,TRIM21,OASL,SP110,IFIH1,NSMCE2,ANO10,DTX3L,F2,STAT2,OS9,BBX,SLC25A22,PARP10,LIMS2,EHD3,MX2,OAS2,TAP1,STAT1,XAF1,QSOX1,IFI16,MLLT11,GBP1,IFIT3,EPHB2,PSMB9,PSMB8,TAP2,HLA-C,ISG15,SAMD9,IRF7,MX1,IFITM3,CRELD2,IFI35,SP140L,CALCOCO2,HELZ2,PARP14	4.24e-05	0.0156	Intracellular membrane-bounded organelle
Component	GO:0043227	47	12427	9606	LAP3,OAS3,NMI,TRIM21,OASL,SP110,LGALS3BP,IFIH1,NSMCE2,ANO10,DTX3L,F2,STAT2,OS9,BBX,SLC25A22,HBA1,PARP10,LIMS2,EHD3,MX2,OAS2,TAP1,STAT1,XAF1,QSOX1,IFI16,MLLT11,GBP1,IFIT3,EPHB2,PSMB9,PSMB8,TAP2,HLA-C,ISG15,SAMD9,GPR155,IRF7,MX1,IFITM3,CRELD2,IFI35,SP140L,CALCOCO2,HELZ2,PARP14	LAP3,OAS3,NMI,TRIM21,OASL,SP110,LGALS3BP,IFIH1,NSMCE2,ANO10,DTX3L,F2,STAT2,OS9,BBX,SLC25A22,HBA1,PARP10,LIMS2,EHD3,MX2,OAS2,TAP1,STAT1,XAF1,QSOX1,IFI16,MLLT11,GBP1,IFIT3,EPHB2,PSMB9,PSMB8,TAP2,HLA-C,ISG15,SAMD9,GPR155,IRF7,MX1,IFITM3,CRELD2,IFI35,SP140L,CALCOCO2,HELZ2,PARP14	0.00011	0.027	Membrane-bounded organelle
Component	GO:0005654	23	3973	9606	LAP3,OAS3,NMI,TRIM21,OASL,SP110,NSMCE2,DTX3L,STAT2,BBX,OAS2,STAT1,XAF1,IFI16,MLLT11,EPHB2,PSMB9,PSMB8,TAP2,ISG15,IRF7,CALCOCO2,HELZ2	LAP3,OAS3,NMI,TRIM21,OASL,SP110,NSMCE2,DTX3L,STAT2,BBX,OAS2,STAT1,XAF1,IFI16,MLLT11,EPHB2,PSMB9,PSMB8,TAP2,ISG15,IRF7,CALCOCO2,HELZ2	0.00017	0.0328	Nucleoplasm
Component	GO:0043226	49	13515	9606	LAP3,OAS3,NMI,TRIM21,OASL,SP110,LGALS3BP,IFIH1,NSMCE2,ANO10,DTX3L,F2,STAT2,OS9,BBX,SLC25A22,HBA1,PARP10,LIMS2,EHD3,MX2,OAS2,TAP1,STAT1,XAF1,QSOX1,IFI16,MLLT11,GBP1,IFIT5,IFIT3,EPHB2,PSMB9,PSMB8,TAP2,HLA-C,ISG15,DDX58,SAMD9,GPR155,IRF7,MX1,IFITM3,CRELD2,IFI35,SP140L,CALCOCO2,HELZ2,PARP14	LAP3,OAS3,NMI,TRIM21,OASL,SP110,LGALS3BP,IFIH1,NSMCE2,ANO10,DTX3L,F2,STAT2,OS9,BBX,SLC25A22,HBA1,PARP10,LIMS2,EHD3,MX2,OAS2,TAP1,STAT1,XAF1,QSOX1,IFI16,MLLT11,GBP1,IFIT5,IFIT3,EPHB2,PSMB9,PSMB8,TAP2,HLA-C,ISG15,DDX58,SAMD9,GPR155,IRF7,MX1,IFITM3,CRELD2,IFI35,SP140L,CALCOCO2,HELZ2,PARP14	0.00015	0.0328	Organelle
Component	GO:0070013	29	5857	9606	LAP3,OAS3,NMI,TRIM21,OASL,SP110,LGALS3BP,NSMCE2,DTX3L,F2,STAT2,OS9,BBX,HBA1,PARP10,OAS2,STAT1,XAF1,QSOX1,IFI16,MLLT11,EPHB2,PSMB9,PSMB8,TAP2,ISG15,IRF7,CALCOCO2,HELZ2	LAP3,OAS3,NMI,TRIM21,OASL,SP110,LGALS3BP,NSMCE2,DTX3L,F2,STAT2,OS9,BBX,HBA1,PARP10,OAS2,STAT1,XAF1,QSOX1,IFI16,MLLT11,EPHB2,PSMB9,PSMB8,TAP2,ISG15,IRF7,CALCOCO2,HELZ2	0.00023	0.0328	Intracellular organelle lumen
Component	GO:0098844	2	5	9606	MX2,MX1	MX2,MX1	0.00015	0.0328	Postsynaptic endocytic zone membrane
Component	GO:1990111	2	5	9606	PSMB9,PSMB8	PSMB9,PSMB8	0.00015	0.0328	Spermatoproteasome complex
Function	GO:0003725	5	75	9606	OAS3,OASL,IFIH1,OAS2,DDX58	OAS3,OASL,IFIH1,OAS2,DDX58	2.69e-06	0.0076	Double-stranded rna binding
Function	GO:0046977	3	7	9606	TAP1,TAP2,HLA-C	TAP1,TAP2,HLA-C	2.33e-06	0.0076	TAP binding
TISSUES	BTO:0000570	22	2543	9606	OAS3,TRIM21,OASL,SP110,LGALS3BP,IFIH1,F2,OS9,HBA1,PARP10,EHD3,OAS2,TAP1,XAF1,IFI16,IFIT5,PSMB8,HLA-C,IRF7,IFI35,CALCOCO2,HELZ2	OAS3,TRIM21,OASL,SP110,LGALS3BP,IFIH1,F2,OS9,HBA1,PARP10,EHD3,OAS2,TAP1,XAF1,IFI16,IFIT5,PSMB8,HLA-C,IRF7,IFI35,CALCOCO2,HELZ2	3.84e-07	0.00073	Hematopoietic system
TISSUES	BTO:0001489	48	12619	9606	LAP3,OAS3,NMI,TRIM21,OASL,SP110,LGALS3BP,IFIH1,ANO10,DTX3L,F2,STAT2,OS9,BBX,SLC25A22,HBA1,PARP10,LIMS2,EHD3,MX2,OAS2,TAP1,STAT1,XAF1,QSOX1,IFI16,MLLT11,GBP1,IFIT5,IFIT1,IFIT3,EPHB2,PSMB8,HLA-C,ISG15,DDX58,SAMD9,GPR155,DNAJA4,IRF7,SERPINB7,MX1,IFITM3,CRELD2,IFI35,CALCOCO2,HELZ2,PARP14	LAP3,OAS3,NMI,TRIM21,OASL,SP110,LGALS3BP,IFIH1,ANO10,DTX3L,F2,STAT2,OS9,BBX,SLC25A22,HBA1,PARP10,LIMS2,EHD3,MX2,OAS2,TAP1,STAT1,XAF1,QSOX1,IFI16,MLLT11,GBP1,IFIT5,IFIT1,IFIT3,EPHB2,PSMB8,HLA-C,ISG15,DDX58,SAMD9,GPR155,DNAJA4,IRF7,SERPINB7,MX1,IFITM3,CRELD2,IFI35,CALCOCO2,HELZ2,PARP14	4.82e-05	0.0459	Whole body
DISEASES	DOID:0060861	5	8	9606	OAS3,OASL,OAS2,DDX58,MX1	OAS3,OASL,OAS2,DDX58,MX1	1.65e-10	7.22e-07	Microphthalmia with limb anomalies
DISEASES	DOID:934	6	108	9606	OASL,F2,MX2,STAT1,HLA-C,DDX58	OASL,F2,MX2,STAT1,HLA-C,DDX58	6.94e-07	0.0015	Viral infectious disease
DISEASES	DOID:612	8	426	9606	TRIM21,IFIH1,F2,TAP1,STAT1,TAP2,HLA-C,ISG15	TRIM21,IFIH1,F2,TAP1,STAT1,TAP2,HLA-C,ISG15	2.29e-05	0.0334	Primary immunodeficiency disease
Keyword	KW-0051	18	127	9606	OAS3,OASL,IFIH1,HERC5,DTX3L,STAT2,MX2,OAS2,STAT1,GBP1,IFIT5,IFIT1,IFIT3,ISG15,DDX58,IRF7,MX1,IFITM3	OAS3,OASL,IFIH1,HERC5,DTX3L,STAT2,MX2,OAS2,STAT1,GBP1,IFIT5,IFIT1,IFIT3,ISG15,DDX58,IRF7,MX1,IFITM3	1.13e-25	7.61e-23	Antiviral defense
Keyword	KW-0391	23	522	9606	OAS3,OASL,IFIH1,HERC5,DTX3L,MX2,OAS2,TAP1,IFI16,GBP1,IFIT5,IFIT1,IFIT3,PSMB9,PSMB8,TAP2,HLA-C,ISG15,DDX58,IRF7,MX1,IFITM3,PARP14	OAS3,OASL,IFIH1,HERC5,DTX3L,MX2,OAS2,TAP1,IFI16,GBP1,IFIT5,IFIT1,IFIT3,PSMB9,PSMB8,TAP2,HLA-C,ISG15,DDX58,IRF7,MX1,IFITM3,PARP14	4.94e-22	1.67e-19	Immunity
Keyword	KW-0399	18	324	9606	OAS3,OASL,IFIH1,HERC5,DTX3L,MX2,OAS2,IFI16,IFIT5,IFIT1,IFIT3,HLA-C,ISG15,DDX58,IRF7,MX1,IFITM3,PARP14	OAS3,OASL,IFIH1,HERC5,DTX3L,MX2,OAS2,IFI16,IFIT5,IFIT1,IFIT3,HLA-C,ISG15,DDX58,IRF7,MX1,IFITM3,PARP14	7.75e-19	1.75e-16	Innate immunity
Keyword	KW-0945	14	534	9606	SP110,IFIH1,DTX3L,STAT2,TAP1,STAT1,IFIT1,PSMB9,PSMB8,TAP2,HLA-C,ISG15,DDX58,IRF7	SP110,IFIH1,DTX3L,STAT2,TAP1,STAT1,IFIT1,PSMB9,PSMB8,TAP2,HLA-C,ISG15,DDX58,IRF7	1.73e-10	2.93e-08	Host-virus interaction
Keyword	KW-0963	29	5028	9606	LAP3,OAS3,NMI,TRIM21,OASL,IFIH1,HERC5,DTX3L,STAT2,PARP10,MX2,OAS2,STAT1,XAF1,IFI16,MLLT11,GBP1,IFIT1,IFIT3,PSMB9,PSMB8,ISG15,DDX58,SAMD9,IRF7,SERPINB7,MX1,CALCOCO2,PARP14	LAP3,OAS3,NMI,TRIM21,OASL,IFIH1,HERC5,DTX3L,STAT2,PARP10,MX2,OAS2,STAT1,XAF1,IFI16,MLLT11,GBP1,IFIT1,IFIT3,PSMB9,PSMB8,ISG15,DDX58,SAMD9,IRF7,SERPINB7,MX1,CALCOCO2,PARP14	1.11e-05	0.0015	Cytoplasm
Keyword	KW-0832	18	2383	9606	TRIM21,IFIH1,HERC5,NSMCE2,DTX3L,STAT2,BBX,EHD3,STAT1,IFI16,MLLT11,IFIT1,EPHB2,DDX58,IRF7,MX1,IFITM3,SP140L	TRIM21,IFIH1,HERC5,NSMCE2,DTX3L,STAT2,BBX,EHD3,STAT1,IFI16,MLLT11,IFIT1,EPHB2,DDX58,IRF7,MX1,IFITM3,SP140L	4.37e-05	0.0049	Ubl conjugation
Keyword	KW-0571	2	8	9606	TAP1,TAP2	TAP1,TAP2	0.00033	0.0319	Peptide transport
Keyword	KW-0694	8	670	9606	OAS3,TRIM21,OASL,IFIH1,OAS2,IFIT5,IFIT1,DDX58	OAS3,TRIM21,OASL,IFIH1,OAS2,IFIT5,IFIT1,DDX58	0.0005	0.0421	RNA-binding
KEGG	hsa05162	9	138	9606	OAS3,IFIH1,STAT2,MX2,OAS2,STAT1,DDX58,IRF7,MX1	OAS3,IFIH1,STAT2,MX2,OAS2,STAT1,DDX58,IRF7,MX1	2.32e-10	6.09e-08	Measles
KEGG	hsa05169	10	193	9606	OAS3,STAT2,OAS2,TAP1,STAT1,TAP2,HLA-C,ISG15,DDX58,IRF7	OAS3,STAT2,OAS2,TAP1,STAT1,TAP2,HLA-C,ISG15,DDX58,IRF7	1.81e-10	6.09e-08	Epstein-Barr virus infection
KEGG	hsa05160	9	156	9606	OAS3,STAT2,MX2,OAS2,STAT1,IFIT1,DDX58,IRF7,MX1	OAS3,STAT2,MX2,OAS2,STAT1,IFIT1,DDX58,IRF7,MX1	6.5e-10	7.28e-08	Hepatitis C
KEGG	hsa05164	9	165	9606	OAS3,IFIH1,STAT2,MX2,OAS2,STAT1,DDX58,IRF7,MX1	OAS3,IFIH1,STAT2,MX2,OAS2,STAT1,DDX58,IRF7,MX1	1.04e-09	8.74e-08	Influenza A
KEGG	hsa05168	10	479	9606	OAS3,IFIH1,STAT2,OAS2,TAP1,STAT1,TAP2,HLA-C,DDX58,IRF7	OAS3,IFIH1,STAT2,OAS2,TAP1,STAT1,TAP2,HLA-C,DDX58,IRF7	7.55e-07	5.08e-05	Herpes simplex virus 1 infection
KEGG	hsa04621	6	174	9606	OAS3,STAT2,OAS2,STAT1,GBP1,IRF7	OAS3,STAT2,OAS2,STAT1,GBP1,IRF7	9.83e-06	0.00055	NOD-like receptor signaling pathway
KEGG	hsa05165	7	325	9606	OASL,STAT2,MX2,STAT1,HLA-C,ISG15,MX1	OASL,STAT2,MX2,STAT1,HLA-C,ISG15,MX1	3.34e-05	0.0016	Human papillomavirus infection
KEGG	hsa04622	4	70	9606	IFIH1,ISG15,DDX58,IRF7	IFIH1,ISG15,DDX58,IRF7	5.11e-05	0.0021	RIG-I-like receptor signaling pathway
KEGG	hsa05161	5	159	9606	IFIH1,STAT2,STAT1,DDX58,IRF7	IFIH1,STAT2,STAT1,DDX58,IRF7	8.72e-05	0.0033	Hepatitis B
KEGG	hsa04612	3	63	9606	TAP1,TAP2,HLA-C	TAP1,TAP2,HLA-C	0.0008	0.0268	Antigen processing and presentation
InterPro	IPR006116	3	4	9606	OAS3,OASL,OAS2	OAS3,OASL,OAS2	6.84e-07	0.0046	2-5OAS/ClassI-CCAase, nucleotidyltransferase domain
InterPro	IPR006117	3	4	9606	OAS3,OASL,OAS2	OAS3,OASL,OAS2	6.84e-07	0.0046	2-5-oligoadenylate synthetase, C-terminal  conserved site
InterPro	IPR018952	3	4	9606	OAS3,OASL,OAS2	OAS3,OASL,OAS2	6.84e-07	0.0046	2-5-oligoadenylate synthetase 1, domain 2/C-terminal
InterPro	IPR026774	3	4	9606	OAS3,OASL,OAS2	OAS3,OASL,OAS2	6.84e-07	0.0046	2-5-oligoadenylate synthase
InterPro	IPR043518	3	4	9606	OAS3,OASL,OAS2	OAS3,OASL,OAS2	6.84e-07	0.0046	2-5-oligoadenylate synthetase, N-terminal conserved site
InterPro	IPR022812	3	13	9606	EHD3,MX2,MX1	EHD3,MX2,MX1	1.08e-05	0.0121	Dynamin superfamily
InterPro	IPR030381	3	14	9606	EHD3,MX2,MX1	EHD3,MX2,MX1	1.3e-05	0.0126	Dynamin-type guanine nucleotide-binding (G) domain
InterPro	IPR009909	2	2	9606	NMI,IFI35	NMI,IFI35	4.45e-05	0.0376	Nmi/IFP 35 domain
InterPro	IPR009938	2	2	9606	NMI,IFI35	NMI,IFI35	4.45e-05	0.0376	Nmi/IFP 35 domain, N-terminal
InterPro	IPR043519	3	23	9606	OAS3,OASL,OAS2	OAS3,OASL,OAS2	4.9e-05	0.0376	Nucleotidyltransferase superfamily
InterPro	IPR013305	2	3	9606	TAP1,TAP2	TAP1,TAP2	7.4e-05	0.0455	ABC transporter Tap-like
InterPro	IPR021673	2	3	9606	IFIH1,DDX58	IFIH1,DDX58	7.4e-05	0.0455	RIG-I-like receptor, C-terminal regulatory domain
InterPro	IPR031964	2	3	9606	IFIH1,DDX58	IFIH1,DDX58	7.4e-05	0.0455	Caspase recruitment domain
InterPro	IPR038557	2	3	9606	IFIH1,DDX58	IFIH1,DDX58	7.4e-05	0.0455	RIG-I-like receptor, C-terminal domain superfamily
InterPro	IPR041204	2	3	9606	IFIH1,DDX58	IFIH1,DDX58	7.4e-05	0.0455	RIG-I receptor, C-terminal
InterPro	IPR027417	10	861	9606	IFIH1,EHD3,MX2,TAP1,GBP1,TAP2,DDX58,SAMD9,MX1,HELZ2	IFIH1,EHD3,MX2,TAP1,GBP1,TAP2,DDX58,SAMD9,MX1,HELZ2	0.00011	0.0469	P-loop containing nucleoside triphosphate hydrolase
InterPro	IPR043563	2	4	9606	SP110,SP140L	SP110,SP140L	0.00011	0.0469	Nuclear body protein Sp110/Sp140/Sp140L
Pfam	PF10421	3	4	9606	OAS3,OASL,OAS2	OAS3,OASL,OAS2	6.84e-07	0.0024	2-5-oligoadenylate synthetase 1, domain 2, C-terminus 
Pfam	PF00350	3	16	9606	EHD3,MX2,MX1	EHD3,MX2,MX1	1.85e-05	0.0319	Dynamin family
PMID	PMID:31665046	20	76	9606	OAS3,TRIM21,OASL,IFIH1,HERC5,STAT2,MX2,OAS2,IFI16,GBP1,IFIT5,IFIT1,IFIT3,ISG15,DDX58,SAMD9,IRF7,MX1,IFI35,HELZ2	OAS3,TRIM21,OASL,IFIH1,HERC5,STAT2,MX2,OAS2,IFI16,GBP1,IFIT5,IFIT1,IFIT3,ISG15,DDX58,SAMD9,IRF7,MX1,IFI35,HELZ2	2.11e-33	8.31e-27	(2019) Identifying novel biomarkers of the pediatric influenza infection by weighted co-expression network analysis.
PMID	PMID:28805681	19	92	9606	OAS3,TRIM21,OASL,IFIH1,HERC5,MX2,OAS2,STAT1,XAF1,GBP1,IFIT1,ISG15,DDX58,SAMD9,IRF7,MX1,IFITM3,HELZ2,PARP14	OAS3,TRIM21,OASL,IFIH1,HERC5,MX2,OAS2,STAT1,XAF1,GBP1,IFIT1,ISG15,DDX58,SAMD9,IRF7,MX1,IFITM3,HELZ2,PARP14	6.17e-30	1.22e-23	(2017) Influenza Virus Infection, Interferon Response, Viral Counter-Response, and Apoptosis.
PMID	PMID:35281454	15	34	9606	IFIH1,HERC5,DTX3L,STAT2,PARP10,MX2,STAT1,IFIT1,IFIT3,PSMB9,PSMB8,ISG15,DDX58,MX1,PARP14	IFIH1,HERC5,DTX3L,STAT2,PARP10,MX2,STAT1,IFIT1,IFIT3,PSMB9,PSMB8,ISG15,DDX58,MX1,PARP14	6.85e-28	9e-22	(2022) Streptococcus pneumoniae and Influenza A Virus Co-Infection Induces Altered Polyubiquitination in A549 Cells.
PMID	PMID:31937643	15	35	9606	OAS3,OASL,STAT2,MX2,OAS2,STAT1,XAF1,IFIT5,IFIT1,ISG15,DDX58,IRF7,MX1,IFITM3,IFI35	OAS3,OASL,STAT2,MX2,OAS2,STAT1,XAF1,IFIT5,IFIT1,ISG15,DDX58,IRF7,MX1,IFITM3,IFI35	9.76e-28	9.63e-22	(2020) Cell-to-Cell Variation in Defective Virus Expression and Effects on Host Responses during Influenza Virus Infection.
PMID	PMID:34771433	15	38	9606	OAS3,OASL,IFIH1,DTX3L,STAT2,MX2,OAS2,STAT1,IFIT1,IFIT3,HLA-C,ISG15,DDX58,MX1,PARP14	OAS3,OASL,IFIH1,DTX3L,STAT2,MX2,OAS2,STAT1,IFIT1,IFIT3,HLA-C,ISG15,DDX58,MX1,PARP14	2.7e-27	2.13e-21	(2021) Multi-Omics Analysis of Glioblastoma Cells Sensitivity to Oncolytic Viruses.
PMID	PMID:25128762	19	135	9606	OAS3,OASL,IFIH1,HERC5,STAT2,OAS2,STAT1,IFI16,IFIT5,IFIT1,IFIT3,PSMB9,PSMB8,ISG15,DDX58,IRF7,MX1,IFITM3,IFI35	OAS3,OASL,IFIH1,HERC5,STAT2,OAS2,STAT1,IFI16,IFIT5,IFIT1,IFIT3,PSMB9,PSMB8,ISG15,DDX58,IRF7,MX1,IFITM3,IFI35	4.64e-27	3.05e-21	(2014) Virus-host mucosal interactions during early SIV rectal transmission.
PMID	PMID:34552595	16	65	9606	OAS3,OASL,HERC5,STAT2,MX2,OAS2,STAT1,IFI16,GBP1,IFIT3,ISG15,DDX58,IRF7,MX1,IFITM3,IFI35	OAS3,OASL,HERC5,STAT2,MX2,OAS2,STAT1,IFI16,GBP1,IFIT3,ISG15,DDX58,IRF7,MX1,IFITM3,IFI35	2.75e-26	1.55e-20	(2021) Tissue-Resident-Memory CD8(+) T Cells Bridge Innate Immune Responses in Neighboring Epithelial Cells to Control Human Genital Herpes.
