	category	term	number_of_genes	number_of_genes_in_background	ncbiTaxonId	inputGenes	preferredNames	p_value	fdr	description	-log10(fdr)	enrichment	metric
63	Process	GO:0046967	2	4	9606	TAP1,TAP2	TAP1,TAP2	0.00011	0.018	Cytosol to endoplasmic reticulum transport	1.744727494896694	1.5543957967264024	2.711997084500407
64	Process	GO:0032269	11	1043	9606	TRIM21,DTX3L,F2,OS9,PARP10,IFI16,GBP1,EPHB2,ISG15,SERPINB7,PARP14	TRIM21,DTX3L,F2,OS9,PARP10,IFI16,GBP1,EPHB2,ISG15,SERPINB7,PARP14	0.00012	0.0186	Negative regulation of cellular protein metabolic process	1.7304870557820837	-0.12146583087792218	-0.21019504805406006
65	Process	GO:0002230	3	32	9606	DTX3L,STAT1,DDX58	DTX3L,STAT1,DDX58	0.00012	0.019	Positive regulation of defense response to virus by host	1.7212463990471711	0.8273970687901401	1.4241542252372132
66	Process	GO:1903321	4	88	9606	TRIM21,DTX3L,PARP10,ISG15	TRIM21,DTX3L,PARP10,ISG15	0.00012	0.019	Negative regulation of protein modification by small protein conjugation or removal	1.7212463990471711	0.5130031115681775	0.8830047584867197
67	Process	GO:0060759	5	175	9606	IFIH1,STAT1,DDX58,IRF7,PARP14	IFIH1,STAT1,DDX58,IRF7,PARP14	0.00014	0.0204	Regulation of response to cytokine stimulus	1.6903698325741012	0.31135774804010796	0.5263097444252065
68	Process	GO:0032728	3	34	9606	IFIH1,DDX58,IRF7	IFIH1,DDX58,IRF7	0.00014	0.0214	Positive regulation of interferon-beta production	1.6695862266508092	0.801068130067791	1.3374523165701029
69	Process	GO:0007259	3	38	9606	NMI,STAT2,STAT1	NMI,STAT2,STAT1	0.0002	0.0282	Receptor signaling pathway via jak-stat	1.5497508916806388	0.7527634504932359	1.1665958286264868
70	Process	GO:0009597	2	6	9606	IFIH1,DDX58	IFIH1,DDX58	0.00021	0.0288	Detection of virus	1.5406075122407692	1.3783045376707213	2.1234263248910534
71	Process	GO:0032020	2	6	9606	HERC5,ISG15	HERC5,ISG15	0.00021	0.0288	ISG15-protein conjugation	1.5406075122407692	1.3783045376707213	2.1234263248910534
72	Process	GO:1990668	2	6	9606	TAP1,TAP2	TAP1,TAP2	0.00021	0.0288	Vesicle fusion with endoplasmic reticulum-golgi intermediate compartment (ergic) membrane	1.5406075122407692	1.3783045376707213	2.1234263248910534
73	Process	GO:0016185	2	7	9606	MX2,MX1	MX2,MX1	0.00026	0.035	Synaptic vesicle budding from presynaptic endocytic zone membrane	1.4559319556497243	1.311357748040108	1.9092476506604528
74	Process	GO:0031323	30	6239	9606	OAS3,NMI,TRIM21,OASL,SP110,HERC5,NSMCE2,DTX3L,F2,STAT2,OS9,BBX,PARP10,OAS2,STAT1,QSOX1,IFI16,MLLT11,GBP1,EPHB2,PSMB9,PSMB8,ISG15,DDX58,IRF7,SERPINB7,SP140L,CALCOCO2,HELZ2,PARP14	OAS3,NMI,TRIM21,OASL,SP110,HERC5,NSMCE2,DTX3L,F2,STAT2,OS9,BBX,PARP10,OAS2,STAT1,QSOX1,IFI16,MLLT11,GBP1,EPHB2,PSMB9,PSMB8,ISG15,DDX58,IRF7,SERPINB7,SP140L,CALCOCO2,HELZ2,PARP14	0.00028	0.0365	Regulation of cellular metabolic process	1.4377071355435254	-0.4625679385203172	-0.6650372258843188
75	Process	GO:0019222	32	6948	9606	OAS3,NMI,TRIM21,OASL,SP110,IFIH1,HERC5,NSMCE2,DTX3L,F2,STAT2,OS9,BBX,PARP10,OAS2,STAT1,QSOX1,IFI16,MLLT11,GBP1,EPHB2,PSMB9,PSMB8,ISG15,DDX58,DNAJA4,IRF7,SERPINB7,SP140L,CALCOCO2,HELZ2,PARP14	OAS3,NMI,TRIM21,OASL,SP110,IFIH1,HERC5,NSMCE2,DTX3L,F2,STAT2,OS9,BBX,PARP10,OAS2,STAT1,QSOX1,IFI16,MLLT11,GBP1,EPHB2,PSMB9,PSMB8,ISG15,DDX58,DNAJA4,IRF7,SERPINB7,SP140L,CALCOCO2,HELZ2,PARP14	0.00032	0.0416	Regulation of metabolic process	1.3809066693732572	-0.48128403906477135	-0.664608339407442
76	Process	GO:0046719	2	8	9606	STAT1,IFIT1	STAT1,IFIT1	0.00033	0.042	Regulation by virus of viral protein levels in host cell	1.3767507096020994	1.2533658010624213	1.7255722560036924
77	Process	GO:0070212	2	8	9606	PARP10,PARP14	PARP10,PARP14	0.00033	0.042	Protein poly-adp-ribosylation	1.3767507096020994	1.2533658010624213	1.7255722560036924
78	Process	GO:0098884	2	8	9606	MX2,MX1	MX2,MX1	0.00033	0.042	Postsynaptic neurotransmitter receptor internalization	1.3767507096020994	1.2533658010624213	1.7255722560036924
